occurrence_id,justification_id,model,game_id,run_label,run_number,decoding_group,marker,category,matched_text,start,end,component_variant,gap_tokens,sentence,match_type,sentence_id,sentence_text,char_spans,alignment_status,discopy_occurrence_id,discopy_surface,discopy_raw_sense,discopy_top_level,discopy_confidence,category_changed,is_coverage_evidence,is_classification_evidence
1843,320,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018 / Game4,run_2,2,Stochastic,but,Comparison,but,192,195,,0,,contiguous,2,"Paul claimed to see two Werewolves, but this is unverified.",192-195,ALIGNED_CONNECTIVE,1655.0,but,Comparison.Contrast,Comparison,0.6150806546211243,False,False,False
1844,320,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018 / Game4,run_2,2,Stochastic,since,Contingency,Since,216,221,,0,,contiguous,3,"Since I cannot confirm the presence of a Werewolf, I must assume the safest outcome for Team Village, which is the condition where no Werewolf is present and no one dies.",216-221,ALIGNED_CONNECTIVE,1656.0,Since,Contingency.Cause,Contingency,0.9967605471611024,False,False,False
1845,320,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018 / Game4,run_2,2,Stochastic,for,Contingency,for,300,303,,0,,contiguous,3,"Since I cannot confirm the presence of a Werewolf, I must assume the safest outcome for Team Village, which is the condition where no Werewolf is present and no one dies.",300-303,CANDIDATE_REJECTED_NOSENSE,1657.0,for,NoSense,,1.0,,False,True
1846,320,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018 / Game4,run_2,2,Stochastic,and,Expansion,and,370,373,,0,,contiguous,3,"Since I cannot confirm the presence of a Werewolf, I must assume the safest outcome for Team Village, which is the condition where no Werewolf is present and no one dies.",370-373,ALIGNED_CONNECTIVE,1658.0,and,Expansion.Conjunction,Expansion,0.9938663840293884,False,False,False
1847,321,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018 / Game5,run_2,2,Stochastic,and,Expansion,and,49,52,,0,,contiguous,1,"The discussion centers heavily around role swaps and accusations, specifically Mitchell claiming he swapped roles with the Werewolf.",49-52,CANDIDATE_REJECTED_NOSENSE,1659.0,and,NoSense,,0.9999998807907104,,False,True
1848,321,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018 / Game5,run_2,2,Stochastic,specifically,Expansion,specifically,66,78,,0,,contiguous,1,"The discussion centers heavily around role swaps and accusations, specifically Mitchell claiming he swapped roles with the Werewolf.",66-78,CANDIDATE_REJECTED_NOSENSE,1660.0,specifically,NoSense,,0.7382038235664368,,False,True
1849,321,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018 / Game5,run_2,2,Stochastic,with,Contingency,with,114,118,,0,,contiguous,1,"The discussion centers heavily around role swaps and accusations, specifically Mitchell claiming he swapped roles with the Werewolf.",114-118,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False
1850,321,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018 / Game5,run_2,2,Stochastic,while,Comparison,While,133,138,,0,,contiguous,2,"While the transcript is confusing due to multiple role changes, Mitchell's claim provides the strongest suspicion of a Werewolf.",133-138,ALIGNED_CONNECTIVE,1661.0,While,Comparison.Contrast,Comparison,0.6337532997131348,False,False,False
1851,321,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018 / Game5,run_2,2,Stochastic,as,Temporal,As,262,264,,0,,contiguous,3,"As Team Village needs to eliminate a Werewolf to win, voting for the player who directly implicated the Werewolf is the most strategic move.",262-264,ALIGNED_CONNECTIVE,1662.0,As,Temporal.Synchrony,Temporal,0.8338201642036438,False,False,False
1852,321,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#44##October#13th#2018 / Game5,run_2,2,Stochastic,for,Contingency,for,323,326,,0,,contiguous,3,"As Team Village needs to eliminate a Werewolf to win, voting for the player who directly implicated the Werewolf is the most strategic move.",323-326,CANDIDATE_REJECTED_NOSENSE,1663.0,for,NoSense,,1.0,,False,True
1853,322,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#45##October#13th#2018 / Game4,run_2,2,Stochastic,and,Expansion,and,98,101,,0,,contiguous,1,"The discussion transcript is dominated by confusion regarding role swaps (Tanner, Hunter, Robber) and accusations, making it impossible to definitively identify the Werewolf.",98-101,CANDIDATE_REJECTED_NOSENSE,1664.0,and,NoSense,,0.9999996423721312,,False,True
1854,322,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#45##October#13th#2018 / Game4,run_2,2,Stochastic,since,Contingency,Since,175,180,,0,,contiguous,2,"Since no Night actions were revealed, and there is no concrete evidence pointing to a Werewolf, I cannot confidently accuse any player.",175-180,ALIGNED_CONNECTIVE,1665.0,Since,Contingency.Cause,Contingency,0.989212930202484,False,False,False
1855,322,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#45##October#13th#2018 / Game4,run_2,2,Stochastic,and,Expansion,and,213,216,,0,,contiguous,2,"Since no Night actions were revealed, and there is no concrete evidence pointing to a Werewolf, I cannot confidently accuse any player.",213-216,ALIGNED_CONNECTIVE,1666.0,and,Expansion.Conjunction,Expansion,0.9873663187026978,False,False,False
1856,323,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#45##October#13th#2018 / Game6,run_2,2,Stochastic,with,Contingency,with,54,58,,0,,contiguous,1,"The discussion transcript is highly confusing, filled with accusations of role swapping (Robber, Troublemaker, Hunter) and denial of roles.",54-58,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False
1857,323,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#45##October#13th#2018 / Game6,run_2,2,Stochastic,and,Expansion,and,119,122,,0,,contiguous,1,"The discussion transcript is highly confusing, filled with accusations of role swapping (Robber, Troublemaker, Hunter) and denial of roles.",119-122,CANDIDATE_REJECTED_NOSENSE,1667.0,and,NoSense,,0.999996542930603,,False,True
1858,323,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#45##October#13th#2018 / Game6,run_2,2,Stochastic,while,Comparison,While,140,145,,0,,contiguous,2,"While players are actively trying to frame each other, there is no concrete evidence or confirmed information pointing to any player holding the Werewolf role.",140-145,ALIGNED_CONNECTIVE,1668.0,While,Comparison.Contrast,Comparison,0.6624079942703247,False,False,False
1859,323,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#45##October#13th#2018 / Game6,run_2,2,Stochastic,or,Expansion,or,225,227,,0,,contiguous,2,"While players are actively trying to frame each other, there is no concrete evidence or confirmed information pointing to any player holding the Werewolf role.",225-227,CANDIDATE_REJECTED_NOSENSE,1669.0,or,NoSense,,1.0,,False,True
1860,323,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#45##October#13th#2018 / Game6,run_2,2,Stochastic,since,Contingency,Since,300,305,,0,,contiguous,3,"Since Team Village needs to eliminate a Werewolf to win, and I cannot confidently identify one, I must assume that no Werewolf is currently present.",300-305,ALIGNED_CONNECTIVE,1670.0,Since,Contingency.Cause,Contingency,0.9933261871337892,False,False,False
1861,323,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#45##October#13th#2018 / Game6,run_2,2,Stochastic,and,Expansion,and,357,360,,0,,contiguous,3,"Since Team Village needs to eliminate a Werewolf to win, and I cannot confidently identify one, I must assume that no Werewolf is currently present.",357-360,ALIGNED_CONNECTIVE,1671.0,and,Expansion.Conjunction,Expansion,0.927343487739563,False,False,False
1862,324,Gemma 4 2B,Youtube / One#Night#Ultimate#Werewolf#491#Classic#Werewolf / Game1,run_2,2,Stochastic,and,Expansion,and,51,54,,0,,contiguous,1,"The discussion revolves around intense accusations and role swaps, making it difficult to definitively identify the Werewolf.",51-54,CANDIDATE_REJECTED_NOSENSE,1672.0,and,NoSense,,0.999996304512024,,False,True
1863,324,Gemma 4 2B,Youtube / One#Night#Ultimate#Werewolf#491#Classic#Werewolf / Game1,run_2,2,Stochastic,however,Comparison,However,126,133,,0,,contiguous,2,"However, Pete explicitly claimed to be the Werewolf twice, and the conversation concluded with Brett suggesting they vote for him.",126-133,ALIGNED_CONNECTIVE,1673.0,However,Comparison.Contrast,Comparison,0.7840266227722168,False,False,False
1864,324,Gemma 4 2B,Youtube / One#Night#Ultimate#Werewolf#491#Classic#Werewolf / Game1,run_2,2,Stochastic,and,Expansion,and,185,188,,0,,contiguous,2,"However, Pete explicitly claimed to be the Werewolf twice, and the conversation concluded with Brett suggesting they vote for him.",185-188,ALIGNED_CONNECTIVE,1674.0,and,Expansion.Conjunction,Expansion,0.9456788301467896,False,False,False
1865,324,Gemma 4 2B,Youtube / One#Night#Ultimate#Werewolf#491#Classic#Werewolf / Game1,run_2,2,Stochastic,with,Contingency,with,216,220,,0,,contiguous,2,"However, Pete explicitly claimed to be the Werewolf twice, and the conversation concluded with Brett suggesting they vote for him.",216-220,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False
1866,324,Gemma 4 2B,Youtube / One#Night#Ultimate#Werewolf#491#Classic#Werewolf / Game1,run_2,2,Stochastic,for,Contingency,for,248,251,,0,,contiguous,2,"However, Pete explicitly claimed to be the Werewolf twice, and the conversation concluded with Brett suggesting they vote for him.",248-251,CANDIDATE_REJECTED_NOSENSE,1675.0,for,NoSense,,1.0,,False,True
1867,324,Gemma 4 2B,Youtube / One#Night#Ultimate#Werewolf#491#Classic#Werewolf / Game1,run_2,2,Stochastic,given,Contingency,Given,257,262,,0,,contiguous,3,"Given the goal is to eliminate a Werewolf, voting for the player who actively claimed the Werewolf role is the most logical move to secure a victory for Team Village.",257-262,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False
1868,324,Gemma 4 2B,Youtube / One#Night#Ultimate#Werewolf#491#Classic#Werewolf / Game1,run_2,2,Stochastic,for,Contingency,for,307,310,,0,,contiguous,3,"Given the goal is to eliminate a Werewolf, voting for the player who actively claimed the Werewolf role is the most logical move to secure a victory for Team Village.",307-310,CANDIDATE_REJECTED_NOSENSE,1676.0,for,NoSense,,1.0,,False,True
1869,324,Gemma 4 2B,Youtube / One#Night#Ultimate#Werewolf#491#Classic#Werewolf / Game1,run_2,2,Stochastic,for,Contingency,for,406,409,,0,,contiguous,3,"Given the goal is to eliminate a Werewolf, voting for the player who actively claimed the Werewolf role is the most logical move to secure a victory for Team Village.",406-409,CANDIDATE_REJECTED_NOSENSE,1677.0,for,NoSense,,1.0,,False,True
1870,325,Gemma 4 2B,Youtube / One#Night#Ultimate#Werewolf#492#More#Classic#Werewolf / Game1,run_2,2,Stochastic,and,Expansion,and,50,53,,0,,contiguous,1,"The discussion transcript is highly contradictory and filled with accusations and role claims, making it impossible to definitively identify a Werewolf.",50-53,CANDIDATE_REJECTED_NOSENSE,1678.0,and,NoSense,,0.999995231628418,,False,True
1871,325,Gemma 4 2B,Youtube / One#Night#Ultimate#Werewolf#492#More#Classic#Werewolf / Game1,run_2,2,Stochastic,with,Contingency,with,61,65,,0,,contiguous,1,"The discussion transcript is highly contradictory and filled with accusations and role claims, making it impossible to definitively identify a Werewolf.",61-65,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False
1872,325,Gemma 4 2B,Youtube / One#Night#Ultimate#Werewolf#492#More#Classic#Werewolf / Game1,run_2,2,Stochastic,and,Expansion,and,78,81,,0,,contiguous,1,"The discussion transcript is highly contradictory and filled with accusations and role claims, making it impossible to definitively identify a Werewolf.",78-81,CANDIDATE_REJECTED_NOSENSE,1679.0,and,NoSense,,0.9999996423721312,,False,True
1873,325,Gemma 4 2B,Youtube / One#Night#Ultimate#Werewolf#492#More#Classic#Werewolf / Game1,run_2,2,Stochastic,but,Comparison,but,185,188,,0,,contiguous,2,"Pete claims to be the werewolf, but other players dispute this, and the evidence presented is inconclusive.",185-188,ALIGNED_CONNECTIVE,1680.0,but,Comparison.Contrast,Comparison,0.6511269211769104,False,False,False
1874,325,Gemma 4 2B,Youtube / One#Night#Ultimate#Werewolf#492#More#Classic#Werewolf / Game1,run_2,2,Stochastic,and,Expansion,and,217,220,,0,,contiguous,2,"Pete claims to be the werewolf, but other players dispute this, and the evidence presented is inconclusive.",217-220,ALIGNED_CONNECTIVE,1681.0,and,Expansion.Conjunction,Expansion,0.9785550236701964,False,False,False
1875,325,Gemma 4 2B,Youtube / One#Night#Ultimate#Werewolf#492#More#Classic#Werewolf / Game1,run_2,2,Stochastic,since,Contingency,Since,261,266,,0,,contiguous,3,"Since I cannot confirm the presence of a Werewolf, and the winning condition allows Team Village to win if no Werewolf is present, I must assume no Werewolf is currently active.",261-266,ALIGNED_CONNECTIVE,1682.0,Since,Contingency.Cause,Contingency,0.9993845224380492,False,False,False
1876,325,Gemma 4 2B,Youtube / One#Night#Ultimate#Werewolf#492#More#Classic#Werewolf / Game1,run_2,2,Stochastic,and,Expansion,and,312,315,,0,,contiguous,3,"Since I cannot confirm the presence of a Werewolf, and the winning condition allows Team Village to win if no Werewolf is present, I must assume no Werewolf is currently active.",312-315,ALIGNED_CONNECTIVE,1683.0,and,Expansion.Conjunction,Expansion,0.978958010673523,False,False,False
1877,325,Gemma 4 2B,Youtube / One#Night#Ultimate#Werewolf#492#More#Classic#Werewolf / Game1,run_2,2,Stochastic,if,Contingency,if,365,367,,0,,contiguous,3,"Since I cannot confirm the presence of a Werewolf, and the winning condition allows Team Village to win if no Werewolf is present, I must assume no Werewolf is currently active.",365-367,ALIGNED_CONNECTIVE,1684.0,if,Contingency.Condition,Contingency,0.9951700568199158,False,False,False
1878,326,Gemma 4 2B,Youtube / One#Night#Ultimate#Werewolf#493#Even#More#Classic#Werewolf / Game1,run_2,2,Stochastic,and,Expansion,and,53,56,,0,,contiguous,1,The discussion is highly confusing due to card swaps and conflicting claims about roles.,53-56,CANDIDATE_REJECTED_NOSENSE,1685.0,and,NoSense,,0.9999998807907104,,False,True
1879,326,Gemma 4 2B,Youtube / One#Night#Ultimate#Werewolf#493#Even#More#Classic#Werewolf / Game1,run_2,2,Stochastic,however,Comparison,However,89,96,,0,,contiguous,2,"However, in the final phase of the transcript, Pete directly accuses Katie of being the Werewolf (L163, L168).",89-96,ALIGNED_CONNECTIVE,1686.0,However,Comparison.Contrast,Comparison,0.7694050669670105,False,False,False
1880,326,Gemma 4 2B,Youtube / One#Night#Ultimate#Werewolf#493#Even#More#Classic#Werewolf / Game1,run_2,2,Stochastic,since,Contingency,Since,200,205,,0,,contiguous,3,"Since Team Village wins by eliminating a Werewolf, targeting the player most strongly accused of being the Werewolf is the optimal strategy to maximize the chances of victory.",200-205,ALIGNED_CONNECTIVE,1687.0,Since,Contingency.Cause,Contingency,0.9302715063095092,False,False,False
1881,327,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#5##October#29th#2016 / Game1,run_2,2,Stochastic,and,Expansion,and,138,141,,0,,contiguous,2,"The discussion revolves around switches and conflicting role revelations, but Chris's assertion of being the lone Werewolf is the most direct accusation available.",138-141,CANDIDATE_REJECTED_NOSENSE,1688.0,and,NoSense,,0.9999998807907104,,False,True
1882,327,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#5##October#29th#2016 / Game1,run_2,2,Stochastic,but,Comparison,but,172,175,,0,,contiguous,2,"The discussion revolves around switches and conflicting role revelations, but Chris's assertion of being the lone Werewolf is the most direct accusation available.",172-175,ALIGNED_CONNECTIVE,1689.0,but,Comparison.Contrast,Comparison,0.6876055002212524,False,False,False
1883,327,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#5##October#29th#2016 / Game1,run_2,2,Stochastic,and,Expansion,and,312,315,,0,,contiguous,3,"To maximize the chances of eliminating a Werewolf and winning for Team Village, voting for Chris is the strategic choice.",312-315,CANDIDATE_REJECTED_NOSENSE,1690.0,and,NoSense,,0.9999628067016602,,False,True
1884,327,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#5##October#29th#2016 / Game1,run_2,2,Stochastic,for,Contingency,for,324,327,,0,,contiguous,3,"To maximize the chances of eliminating a Werewolf and winning for Team Village, voting for Chris is the strategic choice.",324-327,CANDIDATE_REJECTED_NOSENSE,1691.0,for,NoSense,,1.0,,False,True
1885,327,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#5##October#29th#2016 / Game1,run_2,2,Stochastic,for,Contingency,for,349,352,,0,,contiguous,3,"To maximize the chances of eliminating a Werewolf and winning for Team Village, voting for Chris is the strategic choice.",349-352,CANDIDATE_REJECTED_NOSENSE,1692.0,for,NoSense,,1.0,,False,True
1886,328,Gemma 4 2B,Youtube / One#Night#Ultimate#Werewolf#531#Classic#ONUW / Game1,run_2,2,Stochastic,given,Contingency,Given,141,146,,0,,contiguous,2,"Given the uncertainty and numerous card swaps described in the transcript, targeting the player who claims the Werewolf role is the most logical move to maximize the chances of eliminating a Werewolf and securing a Team Village victory.",141-146,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False
1887,328,Gemma 4 2B,Youtube / One#Night#Ultimate#Werewolf#531#Classic#ONUW / Game1,run_2,2,Stochastic,and,Expansion,and,163,166,,0,,contiguous,2,"Given the uncertainty and numerous card swaps described in the transcript, targeting the player who claims the Werewolf role is the most logical move to maximize the chances of eliminating a Werewolf and securing a Team Village victory.",163-166,CANDIDATE_REJECTED_NOSENSE,1693.0,and,NoSense,,0.9999998807907104,,False,True
1888,328,Gemma 4 2B,Youtube / One#Night#Ultimate#Werewolf#531#Classic#ONUW / Game1,run_2,2,Stochastic,and,Expansion,and,341,344,,0,,contiguous,2,"Given the uncertainty and numerous card swaps described in the transcript, targeting the player who claims the Werewolf role is the most logical move to maximize the chances of eliminating a Werewolf and securing a Team Village victory.",341-344,CANDIDATE_REJECTED_NOSENSE,1694.0,and,NoSense,,0.9999592304229736,,False,True
1889,328,Gemma 4 2B,Youtube / One#Night#Ultimate#Werewolf#531#Classic#ONUW / Game1,run_2,2,Stochastic,if,Contingency,If,378,380,,0,,contiguous,3,"If Brett is indeed the Werewolf, his elimination ensures Team Village wins.",378-380,ALIGNED_CONNECTIVE,1695.0,If,Contingency.Condition,Contingency,0.8988446593284607,False,False,False
1890,328,Gemma 4 2B,Youtube / One#Night#Ultimate#Werewolf#531#Classic#ONUW / Game1,run_2,2,Stochastic,indeed,Expansion,indeed,390,396,,0,,contiguous,3,"If Brett is indeed the Werewolf, his elimination ensures Team Village wins.",390-396,CANDIDATE_REJECTED_NOSENSE,1696.0,indeed,NoSense,,0.99538391828537,,False,True
1891,329,Gemma 4 2B,Youtube / One#Night#Ultimate#Werewolf#532#More#Classic#ONUW / Game1,run_2,2,Stochastic,and,Expansion,and,80,83,,0,,contiguous,1,"The discussion is highly volatile, centered around accusations of card swapping and who is a Werewolf.",80-83,CANDIDATE_REJECTED_NOSENSE,1697.0,and,NoSense,,0.9680638313293456,,False,True
1892,329,Gemma 4 2B,Youtube / One#Night#Ultimate#Werewolf#532#More#Classic#ONUW / Game1,run_2,2,Stochastic,and,Expansion,and,172,175,,0,,contiguous,2,"DeAndre explicitly claimed to be a Werewolf early in the discussion, and Katie also suggested she was a Werewolf.",172-175,ALIGNED_CONNECTIVE,1698.0,and,Expansion.Conjunction,Expansion,0.9680160284042358,False,False,False
1893,329,Gemma 4 2B,Youtube / One#Night#Ultimate#Werewolf#532#More#Classic#ONUW / Game1,run_2,2,Stochastic,also,Expansion,also,182,186,,0,,contiguous,2,"DeAndre explicitly claimed to be a Werewolf early in the discussion, and Katie also suggested she was a Werewolf.",182-186,ALIGNED_CONNECTIVE,1699.0,also,Expansion.Conjunction,Expansion,0.9919829964637756,False,False,False
1894,329,Gemma 4 2B,Youtube / One#Night#Ultimate#Werewolf#532#More#Classic#ONUW / Game1,run_2,2,Stochastic,given,Contingency,Given,217,222,,0,,contiguous,3,"Given the context of the game and the need to eliminate a Werewolf to secure a Village victory, DeAndre is the most direct suspect based on his self-identification.",217-222,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False
1895,329,Gemma 4 2B,Youtube / One#Night#Ultimate#Werewolf#532#More#Classic#ONUW / Game1,run_2,2,Stochastic,and,Expansion,and,247,250,,0,,contiguous,3,"Given the context of the game and the need to eliminate a Werewolf to secure a Village victory, DeAndre is the most direct suspect based on his self-identification.",247-250,CANDIDATE_REJECTED_NOSENSE,1700.0,and,NoSense,,0.9999997615814208,,False,True
1896,329,Gemma 4 2B,Youtube / One#Night#Ultimate#Werewolf#532#More#Classic#ONUW / Game1,run_2,2,Stochastic,for,Contingency,for,389,392,,0,,contiguous,4,Voting for him maximizes the chance of eliminating a Werewolf.,389-392,CANDIDATE_REJECTED_NOSENSE,1701.0,for,NoSense,,1.0,,False,True
1897,330,Gemma 4 2B,Youtube / One#Night#Ultimate#Werewolf#533#Even#More#Classic#ONUW / Game1,run_2,2,Stochastic,with,Contingency,with,54,58,,0,,contiguous,1,"The discussion centers heavily on DeAndre's identity, with players debating whether he is the Werewolf, the Minion, or simply the Drunk.",54-58,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False
1898,330,Gemma 4 2B,Youtube / One#Night#Ultimate#Werewolf#533#Even#More#Classic#ONUW / Game1,run_2,2,Stochastic,or,Expansion,or,116,118,,0,,contiguous,1,"The discussion centers heavily on DeAndre's identity, with players debating whether he is the Werewolf, the Minion, or simply the Drunk.",116-118,CANDIDATE_REJECTED_NOSENSE,1702.0,or,NoSense,,0.9999998807907104,,False,True
1899,330,Gemma 4 2B,Youtube / One#Night#Ultimate#Werewolf#533#Even#More#Classic#ONUW / Game1,run_2,2,Stochastic,for,Contingency,for,170,173,,0,,contiguous,2,"Brett repeatedly suggests voting for DeAndre because he might be a Werewolf or Minion, aiming to eliminate a threat.",170-173,CANDIDATE_REJECTED_NOSENSE,1703.0,for,NoSense,,1.0,,False,True
1900,330,Gemma 4 2B,Youtube / One#Night#Ultimate#Werewolf#533#Even#More#Classic#ONUW / Game1,run_2,2,Stochastic,because,Contingency,because,182,189,,0,,contiguous,2,"Brett repeatedly suggests voting for DeAndre because he might be a Werewolf or Minion, aiming to eliminate a threat.",182-189,ALIGNED_CONNECTIVE,1704.0,because,Contingency.Cause,Contingency,0.9999321699142456,False,False,False
1901,330,Gemma 4 2B,Youtube / One#Night#Ultimate#Werewolf#533#Even#More#Classic#ONUW / Game1,run_2,2,Stochastic,or,Expansion,or,213,215,,0,,contiguous,2,"Brett repeatedly suggests voting for DeAndre because he might be a Werewolf or Minion, aiming to eliminate a threat.",213-215,CANDIDATE_REJECTED_NOSENSE,1705.0,or,NoSense,,1.0,,False,True
1902,330,Gemma 4 2B,Youtube / One#Night#Ultimate#Werewolf#533#Even#More#Classic#ONUW / Game1,run_2,2,Stochastic,since,Contingency,Since,254,259,,0,,contiguous,3,"Since Team Village needs to eliminate a Werewolf, targeting the player who is the subject of the most suspicion—DeAndre—is the most strategic move to increase the chances of winning.",254-259,ALIGNED_CONNECTIVE,1706.0,Since,Contingency.Cause,Contingency,0.9992901086807252,False,False,False
1903,331,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#55##January#26th#2019 / Game3,run_2,2,Stochastic,and,Expansion,and,83,86,,0,,contiguous,1,"The discussion transcript focuses heavily on role swapping, information gathering, and complex voting strategies rather than identifying specific Werewolves or confirming their presence.",83-86,CANDIDATE_REJECTED_NOSENSE,1707.0,and,NoSense,,0.9999996423721312,,False,True
1904,331,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#55##January#26th#2019 / Game3,run_2,2,Stochastic,rather than,Expansion,rather than,113,124,,0,,contiguous,1,"The discussion transcript focuses heavily on role swapping, information gathering, and complex voting strategies rather than identifying specific Werewolves or confirming their presence.",113-124,CANDIDATE_REJECTED_NOSENSE,1708.0,rather,NoSense,,0.999998927116394,,False,True
1905,331,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#55##January#26th#2019 / Game3,run_2,2,Stochastic,or,Expansion,or,157,159,,0,,contiguous,1,"The discussion transcript focuses heavily on role swapping, information gathering, and complex voting strategies rather than identifying specific Werewolves or confirming their presence.",157-159,CANDIDATE_REJECTED_NOSENSE,1709.0,or,NoSense,,0.9999587535858154,,False,True
1906,331,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#55##January#26th#2019 / Game3,run_2,2,Stochastic,since,Contingency,Since,187,192,,0,,contiguous,2,"Since no night actions are detailed and no player has been definitively identified as a Werewolf, I cannot confidently accuse any player of holding that role.",187-192,ALIGNED_CONNECTIVE,1710.0,Since,Contingency.Cause,Contingency,0.9985787868499756,False,False,False
1907,331,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#55##January#26th#2019 / Game3,run_2,2,Stochastic,and,Expansion,and,223,226,,0,,contiguous,2,"Since no night actions are detailed and no player has been definitively identified as a Werewolf, I cannot confidently accuse any player of holding that role.",223-226,ALIGNED_CONNECTIVE,1711.0,and,Expansion.Conjunction,Expansion,0.9979536533355712,False,False,False
1908,331,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#55##January#26th#2019 / Game3,run_2,2,Stochastic,as,Temporal,as,270,272,,0,,contiguous,2,"Since no night actions are detailed and no player has been definitively identified as a Werewolf, I cannot confidently accuse any player of holding that role.",270-272,CANDIDATE_REJECTED_NOSENSE,1712.0,as,NoSense,,1.0,,False,True
1909,331,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#55##January#26th#2019 / Game3,run_2,2,Stochastic,therefore,Contingency,Therefore,346,355,,0,,contiguous,3,"Therefore, based on the available public discussion, I conclude that no Werewolf is currently present.",346-355,ALIGNED_CONNECTIVE,1713.0,Therefore,Contingency.Cause,Contingency,0.9985228180885316,False,False,False
1910,332,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#6##November#6th#2016 / Game1,run_2,2,Stochastic,and,Expansion,and,130,133,,0,,contiguous,2,Mitchell provides a detailed sequence of events involving robbing and swapping that leads to the conclusion that Caitlynn is the current Werewolf.,130-133,CANDIDATE_REJECTED_NOSENSE,1714.0,and,NoSense,,0.9999998807907104,,False,True
1911,332,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#6##November#6th#2016 / Game1,run_2,2,Stochastic,with,Contingency,with,223,227,,0,,contiguous,3,Mike agrees with this deduction and explicitly states they should vote for Caitlynn.,223-227,NOT_A_CANDIDATE_FORM_OUTSIDE_INVENTORY,,,,,,,True,False
1912,332,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#6##November#6th#2016 / Game1,run_2,2,Stochastic,and,Expansion,and,243,246,,0,,contiguous,3,Mike agrees with this deduction and explicitly states they should vote for Caitlynn.,243-246,CANDIDATE_REJECTED_NOSENSE,1715.0,and,NoSense,,0.995862364768982,,False,True
1913,332,Gemma 4 2B,Youtube / ONE#NIGHT#ULTIMATE#WEREWOLF#6##November#6th#2016 / Game1,run_2,2,Stochastic,for,Contingency,for,282,285,,0,,contiguous,3,Mike agrees with this deduction and explicitly states they should vote for Caitlynn.,282-285,CANDIDATE_REJECTED_NOSENSE,1716.0,for,NoSense,,1.0,,False,True
