occurrence_id,model,game_id,session_name,run_label,run_number,decoding_group,justification_id,sentence_id,sentence_text,candidate_surface,connective_surface,char_spans,start,end,n_char_spans,is_discontinuous,is_connective,raw_sense,top_level,confidence,relation_type
19,Gemma 4 2B,Ego4D / 0c2659db-7bd4-4b37-9b08-4e247befe382 / Game5,0c2659db-7bd4-4b37-9b08-4e247befe382,run_1,1,Stochastic,3,1,"The discussion is highly confusing due to multiple role swaps and accusations, but James is repeatedly identified as the Doppelganger and is accused of being a Werewolf by multiple players (Sian, Chris, and himself).",and,and,203-206,203,206,1,False,False,NoSense,,1.0,Explicit
20,Gemma 4 2B,Ego4D / 0c2659db-7bd4-4b37-9b08-4e247befe382 / Game5,0c2659db-7bd4-4b37-9b08-4e247befe382,run_1,1,Stochastic,3,2,"Since Team Village wins by eliminating a Werewolf, targeting the player who is most frequently implicated as a Werewolf is the strongest strategy to achieve victory.",since,Since,217-222,217,222,1,False,True,Contingency.Cause,Contingency,0.9495560526847839,Explicit
21,Gemma 4 2B,Ego4D / 0c2659db-7bd4-4b37-9b08-4e247befe382 / Game5,0c2659db-7bd4-4b37-9b08-4e247befe382,run_1,1,Stochastic,3,2,"Since Team Village wins by eliminating a Werewolf, targeting the player who is most frequently implicated as a Werewolf is the strongest strategy to achieve victory.",as,as,323-325,323,325,1,False,False,NoSense,,1.0,Explicit
22,Gemma 4 2B,Ego4D / 0c2659db-7bd4-4b37-9b08-4e247befe382 / Game6,0c2659db-7bd4-4b37-9b08-4e247befe382,run_1,1,Stochastic,4,2,"Elliot's claims are heavily scrutinized, and multiple players suggest he is lying, which aligns with the Werewolf goal of diverting suspicion.",and,and,190-193,190,193,1,False,True,Expansion.Conjunction,Expansion,0.9908859729766846,Explicit
23,Gemma 4 2B,Ego4D / 0c2659db-7bd4-4b37-9b08-4e247befe382 / Game6,0c2659db-7bd4-4b37-9b08-4e247befe382,run_1,1,Stochastic,4,3,"Given the high level of distrust and the consensus that Elliot and James are suspicious, voting for Elliot is a strong move to eliminate a potential Werewolf and protect Team Village.",and,and,325-328,325,328,1,False,False,NoSense,,0.9999969005584717,Explicit
24,Gemma 4 2B,Ego4D / 0c2659db-7bd4-4b37-9b08-4e247befe382 / Game6,0c2659db-7bd4-4b37-9b08-4e247befe382,run_1,1,Stochastic,4,3,"Given the high level of distrust and the consensus that Elliot and James are suspicious, voting for Elliot is a strong move to eliminate a potential Werewolf and protect Team Village.",and,and,355-358,355,358,1,False,False,NoSense,,0.9999992847442627,Explicit
25,Gemma 4 2B,Ego4D / 0c2659db-7bd4-4b37-9b08-4e247befe382 / Game6,0c2659db-7bd4-4b37-9b08-4e247befe382,run_1,1,Stochastic,4,3,"Given the high level of distrust and the consensus that Elliot and James are suspicious, voting for Elliot is a strong move to eliminate a potential Werewolf and protect Team Village.",for,for,388-391,388,391,1,False,False,NoSense,,1.0,Explicit
26,Gemma 4 2B,Ego4D / 0c2659db-7bd4-4b37-9b08-4e247befe382 / Game6,0c2659db-7bd4-4b37-9b08-4e247befe382,run_1,1,Stochastic,4,3,"Given the high level of distrust and the consensus that Elliot and James are suspicious, voting for Elliot is a strong move to eliminate a potential Werewolf and protect Team Village.",and,and,450-453,450,453,1,False,False,NoSense,,0.9999887943267822,Explicit
27,Gemma 4 2B,Ego4D / 0c2659db-7bd4-4b37-9b08-4e247befe382 / Game7,0c2659db-7bd4-4b37-9b08-4e247befe382,run_1,1,Stochastic,5,1,"The transcript is highly confusing due to multiple role swaps and declarations, making definitive identification of the current Werewolf difficult.",and,and,62-65,62,65,1,False,False,NoSense,,1.0,Explicit
28,Gemma 4 2B,Ego4D / 0c2659db-7bd4-4b37-9b08-4e247befe382 / Game7,0c2659db-7bd4-4b37-9b08-4e247befe382,run_1,1,Stochastic,5,2,"However, the discussion centers around players identifying roles like Seer, Minion, and Werewolf, indicating that a Werewolf is likely present.",however,However,148-155,148,155,1,False,True,Comparison.Contrast,Comparison,0.7715111374855042,Explicit
29,Gemma 4 2B,Ego4D / 0c2659db-7bd4-4b37-9b08-4e247befe382 / Game7,0c2659db-7bd4-4b37-9b08-4e247befe382,run_1,1,Stochastic,5,2,"However, the discussion centers around players identifying roles like Seer, Minion, and Werewolf, indicating that a Werewolf is likely present.",and,and,232-235,232,235,1,False,False,NoSense,,1.0,Explicit
30,Gemma 4 2B,Ego4D / 0c2659db-7bd4-4b37-9b08-4e247befe382 / Game7,0c2659db-7bd4-4b37-9b08-4e247befe382,run_1,1,Stochastic,5,3,"Sian was frequently involved in these role swaps and was the subject of a prediction that she would die, suggesting she is a primary target for elimination.",and,and,341-344,341,344,1,False,False,NoSense,,0.999997615814209,Explicit
31,Gemma 4 2B,Ego4D / 0c2659db-7bd4-4b37-9b08-4e247befe382 / Game7,0c2659db-7bd4-4b37-9b08-4e247befe382,run_1,1,Stochastic,5,3,"Sian was frequently involved in these role swaps and was the subject of a prediction that she would die, suggesting she is a primary target for elimination.",for,for,432-435,432,435,1,False,False,NoSense,,1.0,Explicit
32,Gemma 4 2B,Ego4D / 0c2659db-7bd4-4b37-9b08-4e247befe382 / Game8,0c2659db-7bd4-4b37-9b08-4e247befe382,run_1,1,Stochastic,6,1,"The discussion heavily focused suspicion on Sian, who was mentioned as a potential Tanner, Minion, or Werewolf.",as,as,68-70,68,70,1,False,False,NoSense,,0.9999994039535522,Explicit
33,Gemma 4 2B,Ego4D / 0c2659db-7bd4-4b37-9b08-4e247befe382 / Game8,0c2659db-7bd4-4b37-9b08-4e247befe382,run_1,1,Stochastic,6,1,"The discussion heavily focused suspicion on Sian, who was mentioned as a potential Tanner, Minion, or Werewolf.",or,or,99-101,99,101,1,False,False,NoSense,,1.0,Explicit
34,Gemma 4 2B,Ego4D / 0c2659db-7bd4-4b37-9b08-4e247befe382 / Game8,0c2659db-7bd4-4b37-9b08-4e247befe382,run_1,1,Stochastic,6,2,"Chris suggested that voting for Sian could be a 'good Tanner move,' indicating a strong collective belief that Sian is a target.",for,for,140-143,140,143,1,False,False,NoSense,,1.0,Explicit
35,Gemma 4 2B,Ego4D / 0c2659db-7bd4-4b37-9b08-4e247befe382 / Game8,0c2659db-7bd4-4b37-9b08-4e247befe382,run_1,1,Stochastic,6,3,"Although there is no definitive proof, the consensus in the transcript points toward Sian as the most likely candidate to be eliminated, aligning with Team Village's objective to vote out a Werewolf.",although,Although,241-249,241,249,1,False,True,Comparison.Contrast,Comparison,0.6029375195503235,Explicit
36,Gemma 4 2B,Ego4D / 0c2659db-7bd4-4b37-9b08-4e247befe382 / Game8,0c2659db-7bd4-4b37-9b08-4e247befe382,run_1,1,Stochastic,6,3,"Although there is no definitive proof, the consensus in the transcript points toward Sian as the most likely candidate to be eliminated, aligning with Team Village's objective to vote out a Werewolf.",as,as,331-333,331,333,1,False,False,NoSense,,0.9999986886978149,Explicit
37,Gemma 4 2B,Ego4D / 0c2659db-7bd4-4b37-9b08-4e247befe382 / Game9,0c2659db-7bd4-4b37-9b08-4e247befe382,run_1,1,Stochastic,7,1,"The discussion is highly speculative, with players debating who is the Villager and who the Werewolves are.",and,and,80-83,80,83,1,False,True,Expansion.Conjunction,Expansion,0.5135244727134705,Explicit
38,Gemma 4 2B,Ego4D / 0c2659db-7bd4-4b37-9b08-4e247befe382 / Game9,0c2659db-7bd4-4b37-9b08-4e247befe382,run_1,1,Stochastic,7,2,"The Seer (Sian) pointed suspicion toward James or Sukeshi being the Werewolves, and James himself expressed a desire to be the Werewolf again.",or,or,155-157,155,157,1,False,False,NoSense,,0.9999973773956299,Explicit
39,Gemma 4 2B,Ego4D / 0c2659db-7bd4-4b37-9b08-4e247befe382 / Game9,0c2659db-7bd4-4b37-9b08-4e247befe382,run_1,1,Stochastic,7,2,"The Seer (Sian) pointed suspicion toward James or Sukeshi being the Werewolves, and James himself expressed a desire to be the Werewolf again.",and,and,188-191,188,191,1,False,True,Expansion.Conjunction,Expansion,0.9702970385551453,Explicit
40,Gemma 4 2B,Ego4D / 0c2659db-7bd4-4b37-9b08-4e247befe382 / Game9,0c2659db-7bd4-4b37-9b08-4e247befe382,run_1,1,Stochastic,7,3,"Given the lack of concrete evidence or successful eliminations, I will vote for Sukeshi as a high-probability suspect based on the collective suspicion raised by the Seer and James's own statements.",or,or,287-289,287,289,1,False,False,NoSense,,1.0,Explicit
41,Gemma 4 2B,Ego4D / 0c2659db-7bd4-4b37-9b08-4e247befe382 / Game9,0c2659db-7bd4-4b37-9b08-4e247befe382,run_1,1,Stochastic,7,3,"Given the lack of concrete evidence or successful eliminations, I will vote for Sukeshi as a high-probability suspect based on the collective suspicion raised by the Seer and James's own statements.",for,for,327-330,327,330,1,False,False,NoSense,,0.9999996423721313,Explicit
42,Gemma 4 2B,Ego4D / 0c2659db-7bd4-4b37-9b08-4e247befe382 / Game9,0c2659db-7bd4-4b37-9b08-4e247befe382,run_1,1,Stochastic,7,3,"Given the lack of concrete evidence or successful eliminations, I will vote for Sukeshi as a high-probability suspect based on the collective suspicion raised by the Seer and James's own statements.",as,as,339-341,339,341,1,False,False,NoSense,,0.9999998807907104,Explicit
43,Gemma 4 2B,Ego4D / 0c2659db-7bd4-4b37-9b08-4e247befe382 / Game9,0c2659db-7bd4-4b37-9b08-4e247befe382,run_1,1,Stochastic,7,3,"Given the lack of concrete evidence or successful eliminations, I will vote for Sukeshi as a high-probability suspect based on the collective suspicion raised by the Seer and James's own statements.",and,and,422-425,422,425,1,False,False,NoSense,,0.9999983310699463,Explicit
44,Gemma 4 2B,Ego4D / 1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce / Game10,1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce,run_1,1,Stochastic,8,1,"The discussion is heavily focused on role swaps and uncertainty, with players struggling to confirm their identities.",and,and,48-51,48,51,1,False,False,NoSense,,0.9999998807907104,Explicit
45,Gemma 4 2B,Ego4D / 1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce / Game10,1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce,run_1,1,Stochastic,8,2,"While Sean suggests he might be the Werewolf due to drinking, and Hunter discusses manipulating information, there is no concrete evidence or accusation that definitively proves any player is the Werewolf.",while,While,118-123,118,123,1,False,True,Comparison.Contrast,Comparison,0.8514611721038818,Explicit
46,Gemma 4 2B,Ego4D / 1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce / Game10,1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce,run_1,1,Stochastic,8,2,"While Sean suggests he might be the Werewolf due to drinking, and Hunter discusses manipulating information, there is no concrete evidence or accusation that definitively proves any player is the Werewolf.",and,and,180-183,180,183,1,False,True,Expansion.Conjunction,Expansion,0.8802534937858582,Explicit
47,Gemma 4 2B,Ego4D / 1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce / Game10,1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce,run_1,1,Stochastic,8,2,"While Sean suggests he might be the Werewolf due to drinking, and Hunter discusses manipulating information, there is no concrete evidence or accusation that definitively proves any player is the Werewolf.",or,or,257-259,257,259,1,False,False,NoSense,,1.0,Explicit
48,Gemma 4 2B,Ego4D / 1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce / Game10,1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce,run_1,1,Stochastic,8,3,"Since Team Village only wins by eliminating a Werewolf, and no player is clearly identified as such, the safest assumption is that no Werewolf is present.",since,Since,324-329,324,329,1,False,True,Contingency.Cause,Contingency,0.9979968667030334,Explicit
49,Gemma 4 2B,Ego4D / 1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce / Game10,1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce,run_1,1,Stochastic,8,3,"Since Team Village only wins by eliminating a Werewolf, and no player is clearly identified as such, the safest assumption is that no Werewolf is present.",and,and,380-383,380,383,1,False,True,Expansion.Conjunction,Expansion,0.9779194593429565,Explicit
50,Gemma 4 2B,Ego4D / 1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce / Game10,1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce,run_1,1,Stochastic,8,3,"Since Team Village only wins by eliminating a Werewolf, and no player is clearly identified as such, the safest assumption is that no Werewolf is present.",as,as,416-418,416,418,1,False,False,NoSense,,0.9999998807907104,Explicit
51,Gemma 4 2B,Ego4D / 1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce / Game11,1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce,run_1,1,Stochastic,9,1,The discussion transcript does not provide any definitive evidence or internal confirmation that any player is a Werewolf.,or,or,67-69,67,69,1,False,False,NoSense,,1.0,Explicit
52,Gemma 4 2B,Ego4D / 1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce / Game11,1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce,run_1,1,Stochastic,9,2,"Players are actively debating the number of Werewolves present, ranging from zero to two, and are highly uncertain about their own roles or the roles of others.",and,and,213-216,213,216,1,False,False,NoSense,,0.999769389629364,Explicit
53,Gemma 4 2B,Ego4D / 1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce / Game11,1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce,run_1,1,Stochastic,9,2,"Players are actively debating the number of Werewolves present, ranging from zero to two, and are highly uncertain about their own roles or the roles of others.",or,or,260-262,260,262,1,False,False,NoSense,,0.9999960660934448,Explicit
54,Gemma 4 2B,Ego4D / 1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce / Game11,1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce,run_1,1,Stochastic,9,3,"Since there is no concrete information to target a specific player, and the game rules state that Team Village wins if no player is a Werewolf and no one dies, I conclude that no Werewolf is confirmed.",since,Since,284-289,284,289,1,False,True,Contingency.Cause,Contingency,0.9821699261665344,Explicit
55,Gemma 4 2B,Ego4D / 1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce / Game11,1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce,run_1,1,Stochastic,9,3,"Since there is no concrete information to target a specific player, and the game rules state that Team Village wins if no player is a Werewolf and no one dies, I conclude that no Werewolf is confirmed.",and,and,352-355,352,355,1,False,True,Expansion.Conjunction,Expansion,0.9788726568222046,Explicit
56,Gemma 4 2B,Ego4D / 1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce / Game11,1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce,run_1,1,Stochastic,9,3,"Since there is no concrete information to target a specific player, and the game rules state that Team Village wins if no player is a Werewolf and no one dies, I conclude that no Werewolf is confirmed.",if,if,400-402,400,402,1,False,True,Contingency.Condition,Contingency,0.9853790998458862,Explicit
57,Gemma 4 2B,Ego4D / 1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce / Game11,1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce,run_1,1,Stochastic,9,3,"Since there is no concrete information to target a specific player, and the game rules state that Team Village wins if no player is a Werewolf and no one dies, I conclude that no Werewolf is confirmed.",and,and,427-430,427,430,1,False,True,Expansion.Conjunction,Expansion,0.9982101917266846,Explicit
58,Gemma 4 2B,Ego4D / 1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce / Game6,1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce,run_1,1,Stochastic,10,2,"Since Team Village wins by eliminating a Werewolf, voting for Hunter is the most direct strategy to achieve that goal.",since,Since,134-139,134,139,1,False,True,Contingency.Cause,Contingency,0.9838301539421082,Explicit
59,Gemma 4 2B,Ego4D / 1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce / Game6,1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce,run_1,1,Stochastic,10,2,"Since Team Village wins by eliminating a Werewolf, voting for Hunter is the most direct strategy to achieve that goal.",for,for,192-195,192,195,1,False,False,NoSense,,1.0,Explicit
60,Gemma 4 2B,Ego4D / 1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce / Game6,1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce,run_1,1,Stochastic,10,3,"Although the Seer (Jacob) expresses uncertainty about the exact number of Werewolves, Hunter's self-identification provides the necessary target for Team Village.",although,Although,253-261,253,261,1,False,True,Comparison.Contrast,Comparison,0.6539992094039917,Explicit
61,Gemma 4 2B,Ego4D / 1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce / Game6,1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce,run_1,1,Stochastic,10,3,"Although the Seer (Jacob) expresses uncertainty about the exact number of Werewolves, Hunter's self-identification provides the necessary target for Team Village.",for,for,398-401,398,401,1,False,False,NoSense,,1.0,Explicit
62,Gemma 4 2B,Ego4D / 1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce / Game7,1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce,run_1,1,Stochastic,11,1,"Sean explicitly states that Hunter is a werewolf early in the transcript, and subsequent discussion revolves around Hunter's card being switched.",and,and,74-77,74,77,1,False,True,Expansion.Conjunction,Expansion,0.9546869397163391,Explicit
63,Gemma 4 2B,Ego4D / 1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce / Game7,1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce,run_1,1,Stochastic,11,2,"Since Team Village wins by eliminating a Werewolf, voting for Hunter is the necessary action to achieve this goal.",since,Since,146-151,146,151,1,False,True,Contingency.Cause,Contingency,0.979979395866394,Explicit
64,Gemma 4 2B,Ego4D / 1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce / Game7,1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce,run_1,1,Stochastic,11,2,"Since Team Village wins by eliminating a Werewolf, voting for Hunter is the necessary action to achieve this goal.",for,for,204-207,204,207,1,False,False,NoSense,,1.0,Explicit
65,Gemma 4 2B,Ego4D / 1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce / Game8,1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce,run_1,1,Stochastic,12,2,"Since Team Village wins by eliminating a Werewolf, voting for Zack is the logical choice to achieve this goal.",since,Since,91-96,91,96,1,False,True,Contingency.Cause,Contingency,0.9774489998817444,Explicit
66,Gemma 4 2B,Ego4D / 1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce / Game8,1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce,run_1,1,Stochastic,12,2,"Since Team Village wins by eliminating a Werewolf, voting for Zack is the logical choice to achieve this goal.",for,for,149-152,149,152,1,False,False,NoSense,,1.0,Explicit
67,Gemma 4 2B,Ego4D / 1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce / Game8,1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce,run_1,1,Stochastic,12,3,"Although the role swapping makes definitive identification difficult, Hunter's statement provides the strongest evidence for targeting the Werewolf.",although,Although,202-210,202,210,1,False,True,Comparison.Contrast,Comparison,0.6433908343315125,Explicit
68,Gemma 4 2B,Ego4D / 1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce / Game8,1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce,run_1,1,Stochastic,12,3,"Although the role swapping makes definitive identification difficult, Hunter's statement provides the strongest evidence for targeting the Werewolf.",for,for,323-326,323,326,1,False,False,NoSense,,0.9999998807907104,Explicit
69,Gemma 4 2B,Ego4D / 1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce / Game9,1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce,run_1,1,Stochastic,13,1,The discussion centers on identifying the Werewolf and the Robber role.,and,and,51-54,51,54,1,False,False,NoSense,,0.9999998807907104,Explicit
70,Gemma 4 2B,Ego4D / 1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce / Game9,1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce,run_1,1,Stochastic,13,3,"Since Team Village wins by eliminating a Werewolf, voting for Zack is the most direct path to victory, assuming Jacob's deduction is correct.",since,Since,176-181,176,181,1,False,True,Contingency.Cause,Contingency,0.9786595702171326,Explicit
71,Gemma 4 2B,Ego4D / 1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce / Game9,1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce,run_1,1,Stochastic,13,3,"Since Team Village wins by eliminating a Werewolf, voting for Zack is the most direct path to victory, assuming Jacob's deduction is correct.",for,for,234-237,234,237,1,False,False,NoSense,,1.0,Explicit
