occurrence_id,model,game_id,session_name,run_label,run_number,decoding_group,justification_id,sentence_id,sentence_text,candidate_surface,connective_surface,char_spans,start,end,n_char_spans,is_discontinuous,is_connective,raw_sense,top_level,confidence,relation_type
11,Gemma 4 2B,Ego4D / 0a6ef9dc-a2dc-452b-a907-d6fa2ed4cae0 / Game2,0a6ef9dc-a2dc-452b-a907-d6fa2ed4cae0,run_1,1,Stochastic,1,2,"While there is intense suspicion and conflicting theories about who is lying or who swapped cards, there is no definitive evidence linking any player to the Werewolf role.",and,and,215-218,215,218,1,False,False,NoSense,,0.9999998807907104,Explicit
12,Gemma 4 2B,Ego4D / 0a6ef9dc-a2dc-452b-a907-d6fa2ed4cae0 / Game2,0a6ef9dc-a2dc-452b-a907-d6fa2ed4cae0,run_1,1,Stochastic,1,2,"While there is intense suspicion and conflicting theories about who is lying or who swapped cards, there is no definitive evidence linking any player to the Werewolf role.",or,or,259-261,259,261,1,False,True,Expansion.Alternative,Expansion,0.8819287419319153,Explicit
13,Gemma 4 2B,Ego4D / 0a6ef9dc-a2dc-452b-a907-d6fa2ed4cae0 / Game2,0a6ef9dc-a2dc-452b-a907-d6fa2ed4cae0,run_1,1,Stochastic,1,3,"Since no player has successfully proven themselves as a Werewolf, and the possibilities of Werewolf cards being in the center remain, I cannot confirm the presence of a Werewolf.",since,Since,354-359,354,359,1,False,True,Contingency.Cause,Contingency,0.9986705780029297,Explicit
14,Gemma 4 2B,Ego4D / 0a6ef9dc-a2dc-452b-a907-d6fa2ed4cae0 / Game2,0a6ef9dc-a2dc-452b-a907-d6fa2ed4cae0,run_1,1,Stochastic,1,3,"Since no player has successfully proven themselves as a Werewolf, and the possibilities of Werewolf cards being in the center remain, I cannot confirm the presence of a Werewolf.",as,as,405-407,405,407,1,False,False,NoSense,,0.9999997615814209,Explicit
15,Gemma 4 2B,Ego4D / 0a6ef9dc-a2dc-452b-a907-d6fa2ed4cae0 / Game2,0a6ef9dc-a2dc-452b-a907-d6fa2ed4cae0,run_1,1,Stochastic,1,3,"Since no player has successfully proven themselves as a Werewolf, and the possibilities of Werewolf cards being in the center remain, I cannot confirm the presence of a Werewolf.",and,and,420-423,420,423,1,False,True,Expansion.Conjunction,Expansion,0.991858184337616,Explicit
16,Gemma 4 2B,Ego4D / 0c2659db-7bd4-4b37-9b08-4e247befe382 / Game4,0c2659db-7bd4-4b37-9b08-4e247befe382,run_1,1,Stochastic,2,3,"Furthermore, Sukeshi herself suggested Sian was the Tanner, which, despite Sian denying it, adds complexity to the suspicions.",furthermore,Furthermore,236-247,236,247,1,False,True,Expansion.Conjunction,Expansion,0.9945567846298218,Explicit
17,Gemma 4 2B,Ego4D / 0c2659db-7bd4-4b37-9b08-4e247befe382 / Game5,0c2659db-7bd4-4b37-9b08-4e247befe382,run_1,1,Stochastic,3,1,Chris is the primary suspect as he was directly accused of being the Werewolf by Elliot during the discussion.,as,as,29-31,29,31,1,False,True,Contingency.Cause,Contingency,0.9088724255561829,Explicit
18,Gemma 4 2B,Ego4D / 0c2659db-7bd4-4b37-9b08-4e247befe382 / Game5,0c2659db-7bd4-4b37-9b08-4e247befe382,run_1,1,Stochastic,3,2,"Although other players like James and Sian make conflicting claims about various roles, Chris's involvement in the highest-stakes accusation makes him the target that maximizes the chance of eliminating a Werewolf and securing a Team Village victory.",although,Although,111-119,111,119,1,False,True,Comparison.Contrast,Comparison,0.7604228854179382,Explicit
19,Gemma 4 2B,Ego4D / 0c2659db-7bd4-4b37-9b08-4e247befe382 / Game5,0c2659db-7bd4-4b37-9b08-4e247befe382,run_1,1,Stochastic,3,2,"Although other players like James and Sian make conflicting claims about various roles, Chris's involvement in the highest-stakes accusation makes him the target that maximizes the chance of eliminating a Werewolf and securing a Team Village victory.",and,and,145-148,145,148,1,False,False,NoSense,,1.0,Explicit
20,Gemma 4 2B,Ego4D / 0c2659db-7bd4-4b37-9b08-4e247befe382 / Game5,0c2659db-7bd4-4b37-9b08-4e247befe382,run_1,1,Stochastic,3,2,"Although other players like James and Sian make conflicting claims about various roles, Chris's involvement in the highest-stakes accusation makes him the target that maximizes the chance of eliminating a Werewolf and securing a Team Village victory.",and,and,325-328,325,328,1,False,False,NoSense,,0.9999381303787231,Explicit
21,Gemma 4 2B,Ego4D / 0c2659db-7bd4-4b37-9b08-4e247befe382 / Game6,0c2659db-7bd4-4b37-9b08-4e247befe382,run_1,1,Stochastic,4,1,"The discussion is highly chaotic due to role swaps and conflicting claims, making definitive identification difficult.",and,and,51-54,51,54,1,False,False,NoSense,,1.0,Explicit
22,Gemma 4 2B,Ego4D / 0c2659db-7bd4-4b37-9b08-4e247befe382 / Game6,0c2659db-7bd4-4b37-9b08-4e247befe382,run_1,1,Stochastic,4,2,"However, Sukeshi explicitly targets Elliot for elimination at the end of the transcript, stating, 'Yeah, kill Elliot.'",however,However,119-126,119,126,1,False,True,Comparison.Contrast,Comparison,0.7455036640167236,Explicit
23,Gemma 4 2B,Ego4D / 0c2659db-7bd4-4b37-9b08-4e247befe382 / Game6,0c2659db-7bd4-4b37-9b08-4e247befe382,run_1,1,Stochastic,4,2,"However, Sukeshi explicitly targets Elliot for elimination at the end of the transcript, stating, 'Yeah, kill Elliot.'",for,for,162-165,162,165,1,False,False,NoSense,,1.0,Explicit
24,Gemma 4 2B,Ego4D / 0c2659db-7bd4-4b37-9b08-4e247befe382 / Game6,0c2659db-7bd4-4b37-9b08-4e247befe382,run_1,1,Stochastic,4,3,"While other players speculate about James and Sian, Elliot receives the strongest immediate suspicion from a player who seems to hold credible information.",while,While,238-243,238,243,1,False,True,Comparison.Contrast,Comparison,0.5970191359519958,Explicit
25,Gemma 4 2B,Ego4D / 0c2659db-7bd4-4b37-9b08-4e247befe382 / Game6,0c2659db-7bd4-4b37-9b08-4e247befe382,run_1,1,Stochastic,4,3,"While other players speculate about James and Sian, Elliot receives the strongest immediate suspicion from a player who seems to hold credible information.",and,and,280-283,280,283,1,False,False,NoSense,,1.0,Explicit
26,Gemma 4 2B,Ego4D / 0c2659db-7bd4-4b37-9b08-4e247befe382 / Game6,0c2659db-7bd4-4b37-9b08-4e247befe382,run_1,1,Stochastic,4,4,Eliminating Elliot maximizes the chances of removing a Werewolf and supporting Team Village's goal.,and,and,458-461,458,461,1,False,False,NoSense,,0.99997878074646,Explicit
27,Gemma 4 2B,Ego4D / 0c2659db-7bd4-4b37-9b08-4e247befe382 / Game7,0c2659db-7bd4-4b37-9b08-4e247befe382,run_1,1,Stochastic,5,1,"The discussion is highly complicated by role swaps and misidentification, making it difficult to definitively identify the Werewolf.",and,and,51-54,51,54,1,False,False,NoSense,,1.0,Explicit
28,Gemma 4 2B,Ego4D / 0c2659db-7bd4-4b37-9b08-4e247befe382 / Game7,0c2659db-7bd4-4b37-9b08-4e247befe382,run_1,1,Stochastic,5,2,"However, the conversation indicates that roles like the Seer and Minion were heavily contested, suggesting significant role shifting occurred.",however,However,133-140,133,140,1,False,True,Comparison.Contrast,Comparison,0.7677530646324158,Explicit
29,Gemma 4 2B,Ego4D / 0c2659db-7bd4-4b37-9b08-4e247befe382 / Game7,0c2659db-7bd4-4b37-9b08-4e247befe382,run_1,1,Stochastic,5,2,"However, the conversation indicates that roles like the Seer and Minion were heavily contested, suggesting significant role shifting occurred.",and,and,194-197,194,197,1,False,False,NoSense,,1.0,Explicit
30,Gemma 4 2B,Ego4D / 0c2659db-7bd4-4b37-9b08-4e247befe382 / Game7,0c2659db-7bd4-4b37-9b08-4e247befe382,run_1,1,Stochastic,5,3,"Since Team Village's primary goal is to eliminate a Werewolf, and Chris received the highest number of votes in the final tally, I will vote for Chris as the most likely target.",since,Since,276-281,276,281,1,False,True,Contingency.Cause,Contingency,0.996397078037262,Explicit
31,Gemma 4 2B,Ego4D / 0c2659db-7bd4-4b37-9b08-4e247befe382 / Game7,0c2659db-7bd4-4b37-9b08-4e247befe382,run_1,1,Stochastic,5,3,"Since Team Village's primary goal is to eliminate a Werewolf, and Chris received the highest number of votes in the final tally, I will vote for Chris as the most likely target.",and,and,338-341,338,341,1,False,True,Expansion.Conjunction,Expansion,0.9769960045814514,Explicit
32,Gemma 4 2B,Ego4D / 0c2659db-7bd4-4b37-9b08-4e247befe382 / Game7,0c2659db-7bd4-4b37-9b08-4e247befe382,run_1,1,Stochastic,5,3,"Since Team Village's primary goal is to eliminate a Werewolf, and Chris received the highest number of votes in the final tally, I will vote for Chris as the most likely target.",for,for,417-420,417,420,1,False,False,NoSense,,1.0,Explicit
33,Gemma 4 2B,Ego4D / 0c2659db-7bd4-4b37-9b08-4e247befe382 / Game7,0c2659db-7bd4-4b37-9b08-4e247befe382,run_1,1,Stochastic,5,3,"Since Team Village's primary goal is to eliminate a Werewolf, and Chris received the highest number of votes in the final tally, I will vote for Chris as the most likely target.",as,as,427-429,427,429,1,False,False,NoSense,,0.9999985694885254,Explicit
34,Gemma 4 2B,Ego4D / 0c2659db-7bd4-4b37-9b08-4e247befe382 / Game8,0c2659db-7bd4-4b37-9b08-4e247befe382,run_1,1,Stochastic,6,1,"Sian is frequently noted as being quiet and non-committal, leading several players to suspect guilt.",as,as,25-27,25,27,1,False,False,NoSense,,0.9999998807907104,Explicit
35,Gemma 4 2B,Ego4D / 0c2659db-7bd4-4b37-9b08-4e247befe382 / Game8,0c2659db-7bd4-4b37-9b08-4e247befe382,run_1,1,Stochastic,6,1,"Sian is frequently noted as being quiet and non-committal, leading several players to suspect guilt.",and,and,40-43,40,43,1,False,False,NoSense,,0.9999996423721313,Explicit
36,Gemma 4 2B,Ego4D / 0c2659db-7bd4-4b37-9b08-4e247befe382 / Game8,0c2659db-7bd4-4b37-9b08-4e247befe382,run_1,1,Stochastic,6,2,"Players actively suggest Sian could be the Tanner, a Minion, or a Werewolf, and ultimately, Sukeshi and Chris explicitly agree to vote for her elimination.",or,or,162-164,162,164,1,False,False,NoSense,,1.0,Explicit
37,Gemma 4 2B,Ego4D / 0c2659db-7bd4-4b37-9b08-4e247befe382 / Game8,0c2659db-7bd4-4b37-9b08-4e247befe382,run_1,1,Stochastic,6,2,"Players actively suggest Sian could be the Tanner, a Minion, or a Werewolf, and ultimately, Sukeshi and Chris explicitly agree to vote for her elimination.",and,and,177-180,177,180,1,False,True,Expansion.Conjunction,Expansion,0.8832322955131531,Explicit
38,Gemma 4 2B,Ego4D / 0c2659db-7bd4-4b37-9b08-4e247befe382 / Game8,0c2659db-7bd4-4b37-9b08-4e247befe382,run_1,1,Stochastic,6,2,"Players actively suggest Sian could be the Tanner, a Minion, or a Werewolf, and ultimately, Sukeshi and Chris explicitly agree to vote for her elimination.",ultimately,ultimately,181-191,181,191,1,False,True,Temporal.Asynchronous,Temporal,0.9920157194137573,Explicit
39,Gemma 4 2B,Ego4D / 0c2659db-7bd4-4b37-9b08-4e247befe382 / Game8,0c2659db-7bd4-4b37-9b08-4e247befe382,run_1,1,Stochastic,6,2,"Players actively suggest Sian could be the Tanner, a Minion, or a Werewolf, and ultimately, Sukeshi and Chris explicitly agree to vote for her elimination.",and,and,201-204,201,204,1,False,False,NoSense,,0.9999867677688599,Explicit
40,Gemma 4 2B,Ego4D / 0c2659db-7bd4-4b37-9b08-4e247befe382 / Game8,0c2659db-7bd4-4b37-9b08-4e247befe382,run_1,1,Stochastic,6,2,"Players actively suggest Sian could be the Tanner, a Minion, or a Werewolf, and ultimately, Sukeshi and Chris explicitly agree to vote for her elimination.",for,for,236-239,236,239,1,False,False,NoSense,,1.0,Explicit
41,Gemma 4 2B,Ego4D / 0c2659db-7bd4-4b37-9b08-4e247befe382 / Game9,0c2659db-7bd4-4b37-9b08-4e247befe382,run_1,1,Stochastic,7,1,"The discussion centers heavily on determining roles, with significant debate surrounding who is a Villager and who is a Werewolf.",and,and,107-110,107,110,1,False,False,NoSense,,0.5141255855560303,Explicit
42,Gemma 4 2B,Ego4D / 0c2659db-7bd4-4b37-9b08-4e247befe382 / Game9,0c2659db-7bd4-4b37-9b08-4e247befe382,run_1,1,Stochastic,7,2,"Ashley is repeatedly implicated as a potential Werewolf, drawing suspicion from James and Chris.",as,as,162-164,162,164,1,False,False,NoSense,,1.0,Explicit
43,Gemma 4 2B,Ego4D / 0c2659db-7bd4-4b37-9b08-4e247befe382 / Game9,0c2659db-7bd4-4b37-9b08-4e247befe382,run_1,1,Stochastic,7,2,"Ashley is repeatedly implicated as a potential Werewolf, drawing suspicion from James and Chris.",and,and,216-219,216,219,1,False,False,NoSense,,0.9999985694885254,Explicit
44,Gemma 4 2B,Ego4D / 1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce / Game10,1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce,run_1,1,Stochastic,8,1,"The transcript indicates significant role swapping and confusion, particularly involving Hunter, who is strongly implicated in a potential swap with another player.",and,and,51-54,51,54,1,False,False,NoSense,,1.0,Explicit
45,Gemma 4 2B,Ego4D / 1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce / Game10,1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce,run_1,1,Stochastic,8,2,"While role confusion makes identifying the Werewolf difficult, Hunter is the player whose actions and statements are central to the speculation regarding who might be lying or attempting to divert suspicion.",while,While,165-170,165,170,1,False,True,Comparison.Contrast,Comparison,0.8131075501441956,Explicit
46,Gemma 4 2B,Ego4D / 1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce / Game10,1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce,run_1,1,Stochastic,8,2,"While role confusion makes identifying the Werewolf difficult, Hunter is the player whose actions and statements are central to the speculation regarding who might be lying or attempting to divert suspicion.",and,and,263-266,263,266,1,False,False,NoSense,,1.0,Explicit
47,Gemma 4 2B,Ego4D / 1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce / Game10,1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce,run_1,1,Stochastic,8,2,"While role confusion makes identifying the Werewolf difficult, Hunter is the player whose actions and statements are central to the speculation regarding who might be lying or attempting to divert suspicion.",or,or,338-340,338,340,1,False,False,NoSense,,0.9999822378158569,Explicit
48,Gemma 4 2B,Ego4D / 1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce / Game10,1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce,run_1,1,Stochastic,8,3,Voting for Hunter is a gamble based on the hypothesis that he is the Werewolf and is trying to manipulate the discussion through the suspected swap.,for,for,380-383,380,383,1,False,False,NoSense,,0.9999938011169434,Explicit
49,Gemma 4 2B,Ego4D / 1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce / Game10,1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce,run_1,1,Stochastic,8,3,Voting for Hunter is a gamble based on the hypothesis that he is the Werewolf and is trying to manipulate the discussion through the suspected swap.,and,and,451-454,451,454,1,False,False,NoSense,,0.9999988079071045,Explicit
50,Gemma 4 2B,Ego4D / 1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce / Game11,1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce,run_1,1,Stochastic,9,1,"The discussion is dominated by confusion regarding role swaps (Insomniac/Drunk) and conflicting claims about who holds the Troublemaker role, making it impossible to definitively identify a Werewolf.",and,and,80-83,80,83,1,False,False,NoSense,,0.9999979734420776,Explicit
51,Gemma 4 2B,Ego4D / 1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce / Game11,1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce,run_1,1,Stochastic,9,2,"Since there is no concrete evidence or accusation pointing toward a Werewolf, choosing 'No Werewolf' ensures that if the Werewolf is absent, Team Village wins, fulfilling their objective.",since,Since,200-205,200,205,1,False,True,Contingency.Cause,Contingency,0.9567773938179016,Explicit
52,Gemma 4 2B,Ego4D / 1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce / Game11,1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce,run_1,1,Stochastic,9,2,"Since there is no concrete evidence or accusation pointing toward a Werewolf, choosing 'No Werewolf' ensures that if the Werewolf is absent, Team Village wins, fulfilling their objective.",or,or,236-238,236,238,1,False,False,NoSense,,1.0,Explicit
53,Gemma 4 2B,Ego4D / 1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce / Game11,1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce,run_1,1,Stochastic,9,2,"Since there is no concrete evidence or accusation pointing toward a Werewolf, choosing 'No Werewolf' ensures that if the Werewolf is absent, Team Village wins, fulfilling their objective.",if,if,314-316,314,316,1,False,True,Contingency.Condition,Contingency,0.6127492785453796,Explicit
54,Gemma 4 2B,Ego4D / 1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce / Game6,1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce,run_1,1,Stochastic,10,1,"The discussion revolved around identifying roles, specifically whether Hunter was a Werewolf or a Villager.",specifically,specifically,50-62,50,62,1,False,False,NoSense,,0.8499398231506348,Explicit
55,Gemma 4 2B,Ego4D / 1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce / Game6,1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce,run_1,1,Stochastic,10,1,"The discussion revolved around identifying roles, specifically whether Hunter was a Werewolf or a Villager.",or,or,93-95,93,95,1,False,False,NoSense,,0.9999995231628418,Explicit
56,Gemma 4 2B,Ego4D / 1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce / Game6,1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce,run_1,1,Stochastic,10,2,"The Seer (Jacob) attempted to implicate a Werewolf during the conversation, and Hunter later explicitly claimed, ""I am a werewolf"" (line 96).",and,and,184-187,184,187,1,False,True,Expansion.Conjunction,Expansion,0.7952887415885925,Explicit
57,Gemma 4 2B,Ego4D / 1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce / Game6,1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce,run_1,1,Stochastic,10,2,"The Seer (Jacob) attempted to implicate a Werewolf during the conversation, and Hunter later explicitly claimed, ""I am a werewolf"" (line 96).",later,later,195-200,195,200,1,False,True,Temporal.Asynchronous,Temporal,0.9975513815879822,Explicit
58,Gemma 4 2B,Ego4D / 1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce / Game6,1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce,run_1,1,Stochastic,10,3,"Although the Seer's information is uncertain, Hunter's direct declaration provides the strongest evidence for Team Village to target a Werewolf and achieve their win condition.",although,Although,250-258,250,258,1,False,True,Comparison.Contrast,Comparison,0.5944857597351074,Explicit
59,Gemma 4 2B,Ego4D / 1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce / Game6,1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce,run_1,1,Stochastic,10,3,"Although the Seer's information is uncertain, Hunter's direct declaration provides the strongest evidence for Team Village to target a Werewolf and achieve their win condition.",for,for,356-359,356,359,1,False,False,NoSense,,0.9999994039535522,Explicit
60,Gemma 4 2B,Ego4D / 1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce / Game6,1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce,run_1,1,Stochastic,10,3,"Although the Seer's information is uncertain, Hunter's direct declaration provides the strongest evidence for Team Village to target a Werewolf and achieve their win condition.",and,and,394-397,394,397,1,False,False,NoSense,,0.9992616772651672,Explicit
61,Gemma 4 2B,Ego4D / 1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce / Game7,1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce,run_1,1,Stochastic,11,1,"The discussion revolves around suspected role swaps and misidentification, particularly concerning Hunter and Jacob.",and,and,52-55,52,55,1,False,False,NoSense,,1.0,Explicit
62,Gemma 4 2B,Ego4D / 1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce / Game7,1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce,run_1,1,Stochastic,11,1,"The discussion revolves around suspected role swaps and misidentification, particularly concerning Hunter and Jacob.",and,and,106-109,106,109,1,False,False,NoSense,,0.9999997615814209,Explicit
63,Gemma 4 2B,Ego4D / 1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce / Game7,1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce,run_1,1,Stochastic,11,2,"Sean initially suspected Hunter was the Werewolf, and later confirmed that a card swap occurred involving the Robber and the Troublemaker, which involves Jacob and Hunter.",and,and,167-170,167,170,1,False,False,NoSense,,0.9637690186500549,Explicit
64,Gemma 4 2B,Ego4D / 1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce / Game7,1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce,run_1,1,Stochastic,11,2,"Sean initially suspected Hunter was the Werewolf, and later confirmed that a card swap occurred involving the Robber and the Troublemaker, which involves Jacob and Hunter.",later,later,171-176,171,176,1,False,True,Temporal.Asynchronous,Temporal,0.9992884397506714,Explicit
65,Gemma 4 2B,Ego4D / 1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce / Game7,1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce,run_1,1,Stochastic,11,2,"Sean initially suspected Hunter was the Werewolf, and later confirmed that a card swap occurred involving the Robber and the Troublemaker, which involves Jacob and Hunter.",and,and,234-237,234,237,1,False,False,NoSense,,1.0,Explicit
66,Gemma 4 2B,Ego4D / 1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce / Game7,1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce,run_1,1,Stochastic,11,2,"Sean initially suspected Hunter was the Werewolf, and later confirmed that a card swap occurred involving the Robber and the Troublemaker, which involves Jacob and Hunter.",and,and,277-280,277,280,1,False,False,NoSense,,0.9999997615814209,Explicit
67,Gemma 4 2B,Ego4D / 1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce / Game7,1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce,run_1,1,Stochastic,11,3,"Since the Werewolves are trying to avoid elimination, focusing suspicion on the player identified as the original Werewolf, Hunter, is the strongest defensive move for Team Village.",since,Since,289-294,289,294,1,False,True,Contingency.Cause,Contingency,0.9932215213775635,Explicit
68,Gemma 4 2B,Ego4D / 1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce / Game7,1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce,run_1,1,Stochastic,11,3,"Since the Werewolves are trying to avoid elimination, focusing suspicion on the player identified as the original Werewolf, Hunter, is the strongest defensive move for Team Village.",as,as,387-389,387,389,1,False,False,NoSense,,1.0,Explicit
69,Gemma 4 2B,Ego4D / 1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce / Game7,1a0d3e22-a6d6-4723-91a0-52fc2c87d5ce,run_1,1,Stochastic,11,3,"Since the Werewolves are trying to avoid elimination, focusing suspicion on the player identified as the original Werewolf, Hunter, is the strongest defensive move for Team Village.",for,for,453-456,453,456,1,False,False,NoSense,,1.0,Explicit
