justification_id,sentence_id,annotation_index,category,use,evidence_span,verdict,corrected_category,corrected_use,note
2B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5__Game8__run_1,3,0,Uncertainty,,I cannot confidently identify a Werewolf,ok,,,
2B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5__Game8__run_1,3,1,Payoff,,would result in a Team Village win,ok,,,
2B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF#62##March#23rd#2019__Game1__run_2,1,0,SocialJudgment,,"both Paul and Justin accuse him, and James himself confirms that they are werewolves",ok,,,
2B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF#62##March#23rd#2019__Game1__run_2,2,0,Payoff,,Team Village wins by eliminating a Werewolf,ok,,,
2B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF#62##March#23rd#2019__Game1__run_2,3,0,Uncertainty,,transcript is confusing due to role swaps,ok,,,
2B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF#62##March#23rd#2019__Game1__run_2,3,1,SocialJudgment,,the consensus points toward James being the target,ok,,,
2B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF#62##March#23rd#2019__Game2__run_2,1,0,Uncertainty,,significant confusion regarding the night actions,ok,,,
2B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF#62##March#23rd#2019__Game2__run_2,2,0,Testimony,,Justin confirms James was the Robber,ok,,,
2B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF#62##March#23rd#2019__Game2__run_2,3,0,Uncertainty,,lack of clear confirmation of a Werewolf,ok,,,
2B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF#62##March#23rd#2019__Game2__run_2,4,0,Payoff,,securing a victory for Team Village,ok,,,
2B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF#86##November#9th#2019__Game1__run_2,2,0,Testimony,,Mike claims he saw a Werewolf,ok,,,
2B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF#86##November#9th#2019__Game1__run_2,2,1,ClaimComparison,,"Mike claims he saw a Werewolf, while Justin claims he did not",ok,,,
2B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF#86##November#9th#2019__Game1__run_2,2,2,Uncertainty,,leading to uncertainty,ok,,,
2B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF#86##November#9th#2019__Game1__run_2,4,0,Uncertainty,,there is no conclusive evidence pointing to a Werewolf,ok,,,
2B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF#86##November#9th#2019__Game1__run_2,4,1,Payoff,,satisfies the condition for Team Village to win if all Werewolf cards are in the center,ok,,,
2B__Youtube__Ye#Olde#Times##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#8__Game1__run_2,1,0,Testimony,,Justin claimed to be the Werewolf,ok,,,
2B__Youtube__Ye#Olde#Times##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#8__Game1__run_2,1,1,Uncertainty,,roles may have swapped,ok,,,
2B__Youtube__Ye#Olde#Times##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#8__Game1__run_2,2,0,Testimony,,claimed to be the Seer,ok,,,
2B__Youtube__Ye#Olde#Times##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#8__Game1__run_2,2,1,Testimony,,saw a Werewolf card in the center during the night actions,ok,,,
2B__Youtube__Ye#Olde#Times##ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#8__Game1__run_2,3,0,Payoff,,Team Village needs to eliminate a Werewolf to win,ok,,,
31B__Ego4D__0a6ef9dc-a2dc-452b-a907-d6fa2ed4cae0__Game2__run_1,1,0,Testimony,,Jack claimed to be the Troublemaker and stated that he swapped cards with Brent,ok,,,
31B__Ego4D__0a6ef9dc-a2dc-452b-a907-d6fa2ed4cae0__Game2__run_1,2,0,Mechanical,,the Troublemaker swaps the cards of two other players and cannot swap their own card,ok,,,
31B__Ego4D__0a6ef9dc-a2dc-452b-a907-d6fa2ed4cae0__Game2__run_1,3,0,Testimony,,the moderator (Erin) mentioned at the end of the game that she may have moved too quickly and not given the Troublemaker a chance to act,ok,,,
31B__Ego4D__0a6ef9dc-a2dc-452b-a907-d6fa2ed4cae0__Game2__run_1,3,1,ClaimComparison,,"she may have moved too quickly and not given the Troublemaker a chance to act, meaning Jack's claim to have performed a swap was a fabrication",ok,,,
31B__Ego4D__0a6ef9dc-a2dc-452b-a907-d6fa2ed4cae0__Game2__run_1,4,0,Behavioral,,This deception strongly indicates that Jack is a Werewolf,ok,,,
31B__Ego4D__0c2659db-7bd4-4b37-9b08-4e247befe382__Game8__run_1,1,0,Behavioral,,did not claim a role and remained silent throughout the discussion,ok,,,
31B__Ego4D__0c2659db-7bd4-4b37-9b08-4e247befe382__Game8__run_1,2,0,ClaimComparison,,"provided roles (Troublemaker, Robber, Doppelganger, Hunter, and Seer) that are largely consistent with one another",ok,,,
31B__Ego4D__0c2659db-7bd4-4b37-9b08-4e247befe382__Game8__run_1,2,1,Testimony,,Sukeshi (claiming Seer) specifically confirmed Elliot's role as the Troublemaker,ok,,,
31B__Ego4D__0c2659db-7bd4-4b37-9b08-4e247befe382__Game8__run_1,3,0,Uncertainty,,lack of any other suspects,ok,,,
31B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1__Game1__run_3,1,0,Testimony,,Mitchell claims to be the Troublemaker but states that he swapped his own card with Alvin's.,ok,,,
31B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1__Game1__run_3,2,0,Mechanical,,the Troublemaker swaps the cards of two other players and cannot swap their own card,ok,,,
31B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2__Game1__run_3,1,0,Testimony,,"Justin admits to being the starting Werewolf and states he was the only one, having seen the Robber card in the center.",ok,,,
31B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2__Game1__run_3,2,0,Testimony,,Dan claims to be the Troublemaker and states he swapped the cards of Justin and Caitlynn.,ok,,,
31B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2__Game1__run_3,3,0,Mechanical,,"the Werewolf card was moved from Justin to Caitlynn, making Caitlynn the current Werewolf",ok,,,
31B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2__Game1__run_3,4,0,SocialJudgment,,supports the honesty of the players involved,ok,,,
31B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2__Game1__run_3,4,1,Testimony,,Caitlynn's claim of being a Villager,ok,,,
31B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2__Game1__run_3,4,2,Behavioral,,consistent with a Werewolf's attempt to deceive,ok,,,
31B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3__Game6__run_3,1,0,Testimony,,Mike claims to be the Seer and states he saw two werewolves in the center,ok,,,
31B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3__Game6__run_3,2,0,Mechanical,,"If this is true, no player is a werewolf",ok,,,
31B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3__Game6__run_3,3,0,Testimony,,"James and Justin (both claiming Troublemaker) and Mitchell's confusing claims (starting as Robber, stealing from Justin, and mentioning the Tanner)",ok,,,
31B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3__Game6__run_3,4,0,Mechanical,,"if Mitchell (Robber) stole the Tanner card from Justin, and James (Troublemaker) then swapped Justin and Mitchell, Justin would end the game as the Tanner",ok,,,
31B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3__Game6__run_3,5,0,Testimony,,Mike's claim that no werewolves are among the players,ok,,,
31B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3__Game8__run_1,1,0,Testimony,,James claims to be the Seer and states that he saw two werewolves in the center of the table.,ok,,,
31B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3__Game8__run_1,2,0,Testimony,,"Justin claims to be the Troublemaker and says he did not switch any cards, and Mitchell claims to be the Insomniac and confirms he did not change roles.",ok,,,
31B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#3__Game8__run_1,3,0,ClaimComparison,,These claims are internally consistent,ok,,,
31B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4__Game11__run_1,1,0,Uncertainty,,logically contradictory,ok,,,
31B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4__Game11__run_1,2,0,Testimony,,"He asserts he was a Minion who saw Justin as a Werewolf, and that James (the Troublemaker) swapped their cards",ok,,,
31B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4__Game11__run_1,2,1,Mechanical,,which would make Mitchell the Werewolf,ok,,,
31B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4__Game11__run_1,3,0,Testimony,,claims to be an Insomniac,ok,,,
31B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4__Game11__run_1,3,1,Mechanical,,a role that cannot be achieved through a Troublemaker swap between a Minion and a Werewolf,ok,,,
31B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4__Game11__run_1,4,0,ClaimComparison,,This inconsistency,ok,,,
31B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4__Game11__run_1,4,1,Behavioral,,lying to frame Justin and hide his own identity as the Werewolf,ok,,,
31B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4__Game5__run_2,1,0,Testimony,,James claimed to be the Robber and stated he robbed Justin,ok,,,
31B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4__Game5__run_2,2,0,Testimony,,Mike (the Seer) and Justin both confirmed that Justin's starting role was a Werewolf,ok,,,
31B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4__Game5__run_2,3,0,Mechanical,,the Robber swaps cards with the target,ok,,,
31B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4__Game7__greedy_t0,1,0,Testimony,,Justin claims to be the Minion and states that no werewolves woke up during the night,ok,,,
31B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4__Game7__greedy_t0,1,1,ClaimComparison,,a claim confirmed by Mike,ok,,,
31B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4__Game7__greedy_t0,1,2,Testimony,,"Mike, who claims to be the Seer",ok,,,
31B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4__Game7__greedy_t0,2,0,Testimony,,Mitchell claims to be the Robber and stole from James,ok,,,
31B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4__Game7__greedy_t0,2,1,Mechanical,,"if no one started as a werewolf, the Robber could not have stolen that role",ok,,,
31B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4__Game7__greedy_t0,3,0,Mechanical,,The only way a werewolf could be present is if the Drunk swapped a card from the center,ok,,,
31B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4__Game7__greedy_t0,3,1,Uncertainty,,there is no evidence for this,ok,,,
31B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4__Game7__greedy_t0,4,0,Behavioral,,Justin's attempt to push the vote toward Caitlynn is consistent with a Minion trying to trick the village into voting someone out,ok,,,
31B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4__Game7__greedy_t0,4,1,Payoff,,secure a Team Werewolf win when no werewolves are present,ok,,,
31B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5__Game4__run_3,1,0,Testimony,,Paul claims he was the Robber and stole from Justin,ok,,,
31B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5__Game4__run_3,2,0,Testimony,,He later explains a complex sequence (Line 79) where he believes he acted as the Troublemaker and swapped Justin and Mitchell,ok,,,
31B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5__Game4__run_3,2,1,Mechanical,,which would only happen if he stole the Troublemaker card from Justin,ok,,,
31B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5__Game4__run_3,3,0,Mechanical,,"stole the Troublemaker card from Justin and then swapped Justin (now Robber) with Mitchell (Werewolf), Justin would end the night as the Werewolf",ok,,,
31B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5__Game4__run_3,4,0,Testimony,,Mitchell's claim to be the Insomniac,ok,,,
31B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5__Game4__run_3,4,1,Behavioral,,likely a bluff to avoid suspicion,ok,,,
31B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#5__Game4__run_3,4,2,ClaimComparison,,it contradicts the Robber/Troublemaker logic Paul is describing,ok,,,
31B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF#39##April#21st#2018__Game3__run_1,1,0,Testimony,,Justin and Mike both claim to be the Seer,ok,,,
31B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF#39##April#21st#2018__Game3__run_1,1,1,ClaimComparison,,"both claim to be the Seer, meaning one is likely lying",ok,,,
31B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF#39##April#21st#2018__Game3__run_1,2,0,Testimony,,Justin admits to lying about the contents of the center cards,ok,,,
31B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF#39##April#21st#2018__Game3__run_1,2,1,Behavioral,,to bait Mike,ok,,,
31B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF#39##April#21st#2018__Game3__run_1,2,2,SocialJudgment,,"strongly defends Justin and explicitly states, 'We're killing Mike.'",ok,,,
31B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF#39##April#21st#2018__Game3__run_1,3,0,Behavioral,,"coordinating to push the vote toward Justin, which is a common strategy for Team Werewolf to frame a Village player",ok,,,
31B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF#39##April#21st#2018__Game3__run_1,4,0,SocialJudgment,,James's support for Justin,ok,,,
31B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF#39##April#21st#2018__Game3__run_1,4,1,Behavioral,,Mike's insistence on framing him,ok,,,
31B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF#43##October#13th#2018__Game4__run_1,1,0,Testimony,,Both Mitchell and Mike admit to being Werewolves,ok,,,
31B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF#43##October#13th#2018__Game4__run_1,2,0,Testimony,,two werewolves',ok,,,
31B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF#43##October#13th#2018__Game4__run_1,3,0,Testimony,,the admission of being on the Werewolf team,ok,,,
31B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF#43##October#13th#2018__Game4__run_1,4,0,Behavioral,,actively pushing for Mike to be voted out,ok,,,
31B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF#43##October#13th#2018__Game4__run_1,4,1,SocialJudgment,,Justin agrees,ok,,,
31B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF#43##October#13th#2018__Game4__run_1,4,2,Payoff,,Village victory,ok,,,
4B__Ego4D__0c2659db-7bd4-4b37-9b08-4e247befe382__Game5__greedy_t0,1,0,Uncertainty,,making definitive identification impossible,ok,,,
4B__Ego4D__0c2659db-7bd4-4b37-9b08-4e247befe382__Game5__greedy_t0,2,0,SocialJudgment,,stating that Chris is the Werewolf,ok,,,
4B__Ego4D__0c2659db-7bd4-4b37-9b08-4e247befe382__Game5__greedy_t0,3,0,SocialJudgment,,this is merely an accusation,ok,,,
4B__Ego4D__0c2659db-7bd4-4b37-9b08-4e247befe382__Game5__greedy_t0,3,1,Uncertainty,,not proof,ok,,,
4B__Ego4D__0c2659db-7bd4-4b37-9b08-4e247befe382__Game5__greedy_t0,4,0,Payoff,,To maximize the chance of Team Village winning,ok,,,
4B__Ego4D__0c2659db-7bd4-4b37-9b08-4e247befe382__Game5__greedy_t0,4,1,SocialJudgment,,the player who was most directly accused of being a Werewolf,ok,,,
4B__Ego4D__0c2659db-7bd4-4b37-9b08-4e247befe382__Game8__run_3,1,0,SocialJudgment,,most consistently targeted and suspicious player,ok,,,
4B__Ego4D__0c2659db-7bd4-4b37-9b08-4e247befe382__Game8__run_3,2,0,Behavioral,,"maintains extreme silence and offers minimal, evasive responses",ok,,,
4B__Ego4D__0c2659db-7bd4-4b37-9b08-4e247befe382__Game8__run_3,2,1,SocialJudgment,,the other players interpret as signs of guilt,ok,,,
4B__Ego4D__0c2659db-7bd4-4b37-9b08-4e247befe382__Game8__run_3,3,0,Behavioral,,Sian's lack of participation and her defensive demeanor,ok,,,
4B__Ego4D__0c2659db-7bd4-4b37-9b08-4e247befe382__Game8__run_3,3,1,Payoff,,a role that benefits from being eliminated,ok,,,
4B__Ego4D__0c2659db-7bd4-4b37-9b08-4e247befe382__Game8__run_3,4,0,SocialJudgment,,collective momentum of the group,ok,,,
4B__Ego4D__0c2659db-7bd4-4b37-9b08-4e247befe382__Game8__run_3,4,1,Payoff,,achieve Team Village's win condition,ok,,,
4B__Ego4D__2ba4023c-a8bf-43ad-ad5a-80ba222ce990__Game8__greedy_t0,1,0,SocialJudgment,,repeatedly accuse Erin of being a Werewolf,ok,,,
4B__Ego4D__2ba4023c-a8bf-43ad-ad5a-80ba222ce990__Game8__greedy_t0,2,0,SocialJudgment,,Tyler and Clint's accusations are consistent,ok,,,
4B__Ego4D__2ba4023c-a8bf-43ad-ad5a-80ba222ce990__Game8__greedy_t0,3,0,SocialJudgment,,collective focus and repeated accusations against Erin,ok,,,
4B__Ego4D__2ba4023c-a8bf-43ad-ad5a-80ba222ce990__Game8__greedy_t0,3,1,Payoff,,to ensure Team Village wins,ok,,,
4B__Ego4D__3ba069be-60fa-47fc-bd7b-f85bf649a5bd__Game6__run_2,2,0,Uncertainty,,"no player has ever claimed to be a Werewolf, nor has any player been definitively identified as one",ok,,,
4B__Ego4D__3ba069be-60fa-47fc-bd7b-f85bf649a5bd__Game6__run_2,3,0,Uncertainty,,lack of any evidence pointing toward a Werewolf,ok,,,
4B__Ego4D__3ba069be-60fa-47fc-bd7b-f85bf649a5bd__Game6__run_2,3,1,Payoff,,allowing Team Village to win under the condition that no Werewolf is present among the players,ok,,,
4B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1__Game3__run_2,1,0,SocialJudgment,,accused Justin of being a Werewolf,ok,,,
4B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1__Game3__run_2,1,1,Testimony,,claiming the Seer role,ok,,,
4B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1__Game3__run_2,2,0,SocialJudgment,,expressed deep skepticism regarding Alvin's motives and consistency,ok,,,
4B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1__Game3__run_2,3,0,Behavioral,,Alvin's behavior of making a strong accusation and then attempting to defend the accused,ok,,,
4B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1__Game5__greedy_t0,1,0,SocialJudgment,,the majority of the players converged on Mitchell as the primary suspect,ok,,,
4B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1__Game5__greedy_t0,2,0,Testimony,,asserting he was the Seer and later claiming to have seen the Werewolf,ok,,,
4B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1__Game5__greedy_t0,3,0,SocialJudgment,,"the collective suspicion from James, Justin, and even Alvin ultimately pointed toward Mitchell",ok,,,
4B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1__Game5__greedy_t0,3,1,Behavioral,,suggesting he was attempting to mislead the group,ok,,,
4B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1__Game5__greedy_t0,4,0,Payoff,,To maximize the chance of Team Village winning,ok,,,
4B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#1__Game5__greedy_t0,4,1,SocialJudgment,,the most heavily suspected player,ok,,,
4B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2__Game3__run_1,1,0,Testimony,,he explicitly claimed to be a Werewolf,ok,,,
4B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2__Game3__run_1,2,0,Behavioral,,aligns with typical Werewolf deception tactics,ok,,,
4B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2__Game3__run_1,3,0,Behavioral,,"actively involved in confirming this narrative with Mitchell, suggesting a coordinated effort",ok,,,
4B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2__Game3__run_1,4,0,Payoff,,To ensure Team Village wins,ok,,,
4B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#2__Game3__run_1,4,1,Testimony,,has openly admitted to being a Werewolf,ok,,,
4B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4__Game11__run_3,1,0,Testimony,,claiming to be a Minion,ok,,,
4B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4__Game11__run_3,2,0,Testimony,,Mitchell states that they saw Justin as a Werewolf,ok,,,
4B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4__Game11__run_3,2,1,SocialJudgment,,this claim is supported by James and others,ok,,,
4B__Youtube__ONE#NIGHT#ULTIMATE#WEREWOLF##Retro#4__Game11__run_3,3,0,Behavioral,,Mitchell could potentially be lying,ok,,,
