decoding_group,metric,semantic_category,discourse_relation,model_a,model_b,value_a,value_b,difference,ci_low,ci_high,ci_excludes_zero,n_justifications_with_category_a,n_justifications_with_category_b,low_support_diagnostic,n_valid_replicates,n_games,n_replicates,seed
Stochastic,conditional_prevalence,Testimony,Contingency,Gemma 4 4B,Gemma 4 31B,0.3420583952498846,0.5791985714718079,-0.2371401762219233,-0.3030915557029546,-0.17035470139945239,True,432,563,False,10000,191,10000,20260826
Stochastic,conditional_prevalence,Testimony,Expansion,Gemma 4 2B,Gemma 4 4B,0.4766022812139317,0.4610447376404823,0.015557543573449406,-0.05760809884329783,0.08763331686313973,False,306,432,False,10000,191,10000,20260826
Stochastic,conditional_prevalence,Testimony,Expansion,Gemma 4 2B,Gemma 4 31B,0.4766022812139317,0.5399685239550861,-0.06336624274115438,-0.14439041721369147,0.016329524606732076,False,306,563,False,10000,191,10000,20260826
Stochastic,conditional_prevalence,Testimony,Expansion,Gemma 4 4B,Gemma 4 31B,0.4610447376404823,0.5399685239550861,-0.07892378631460378,-0.1485300894421828,-0.009337803778653524,True,432,563,False,10000,191,10000,20260826
Stochastic,conditional_prevalence,Testimony,Temporal,Gemma 4 2B,Gemma 4 4B,0.2154357239308696,0.30959448512640003,-0.09415876119553043,-0.15504440768214206,-0.0330092872347385,True,306,432,False,10000,191,10000,20260826
Stochastic,conditional_prevalence,Testimony,Temporal,Gemma 4 2B,Gemma 4 31B,0.2154357239308696,0.4177007354498956,-0.202265011519026,-0.2713393194300375,-0.13390386431563686,True,306,563,False,10000,191,10000,20260826
Stochastic,conditional_prevalence,Testimony,Temporal,Gemma 4 4B,Gemma 4 31B,0.30959448512640003,0.4177007354498956,-0.10810625032349558,-0.17590761726121487,-0.03922785552345101,True,432,563,False,10000,191,10000,20260826
Stochastic,conditional_prevalence,Testimony,Any explicit,Gemma 4 2B,Gemma 4 4B,0.9670148711410848,0.9699584646393157,-0.002943593498230923,-0.028323748099612744,0.02223449671741757,False,306,432,False,10000,191,10000,20260826
Stochastic,conditional_prevalence,Testimony,Any explicit,Gemma 4 2B,Gemma 4 31B,0.9670148711410848,0.9591391503485568,0.007875720792527963,-0.01814450159965457,0.03417469912581508,False,306,563,False,10000,191,10000,20260826
Stochastic,conditional_prevalence,Testimony,Any explicit,Gemma 4 4B,Gemma 4 31B,0.9699584646393157,0.9591391503485568,0.010819314290758886,-0.013696830159254058,0.035531493685726265,False,432,563,False,10000,191,10000,20260826
Stochastic,conditional_prevalence,SocialJudgment,Comparison,Gemma 4 2B,Gemma 4 4B,0.5760686077375471,0.7792432875766209,-0.20317467983907378,-0.26951911231062153,-0.13648568301849792,True,340,322,False,10000,191,10000,20260826
Stochastic,conditional_prevalence,SocialJudgment,Comparison,Gemma 4 2B,Gemma 4 31B,0.5760686077375471,0.5163398692810458,0.059728738456501285,-0.036188177254394334,0.16126015587860829,False,340,171,False,10000,191,10000,20260826
Stochastic,conditional_prevalence,SocialJudgment,Comparison,Gemma 4 4B,Gemma 4 31B,0.7792432875766209,0.5163398692810458,0.26290341829557506,0.1640517712469989,0.360871444426442,True,322,171,False,10000,191,10000,20260826
Stochastic,conditional_prevalence,SocialJudgment,Contingency,Gemma 4 2B,Gemma 4 4B,0.5217782731715682,0.2321721488388155,0.2896061243327527,0.21430512326031756,0.362747381821778,True,340,322,False,10000,191,10000,20260826
Stochastic,conditional_prevalence,SocialJudgment,Contingency,Gemma 4 2B,Gemma 4 31B,0.5217782731715682,0.43057014472455646,0.09120812844701176,-0.007007012180642127,0.18619415392254837,False,340,171,False,10000,191,10000,20260826
Stochastic,conditional_prevalence,SocialJudgment,Contingency,Gemma 4 4B,Gemma 4 31B,0.2321721488388155,0.43057014472455646,-0.19839799588574095,-0.293076997592994,-0.10591858013148425,True,322,171,False,10000,191,10000,20260826
Stochastic,conditional_prevalence,SocialJudgment,Expansion,Gemma 4 2B,Gemma 4 4B,0.4775961846073282,0.4755460588793922,0.002050125727936003,-0.06882199033545046,0.07519317885660191,False,340,322,False,10000,191,10000,20260826
Stochastic,conditional_prevalence,SocialJudgment,Expansion,Gemma 4 2B,Gemma 4 31B,0.4775961846073282,0.5217086834733893,-0.044112498866061056,-0.1428629299066008,0.057537419017737616,False,340,171,False,10000,191,10000,20260826
Stochastic,conditional_prevalence,SocialJudgment,Expansion,Gemma 4 4B,Gemma 4 31B,0.4755460588793922,0.5217086834733893,-0.04616262459399706,-0.14612353660206043,0.057945144894183974,False,322,171,False,10000,191,10000,20260826
Stochastic,conditional_prevalence,SocialJudgment,Temporal,Gemma 4 2B,Gemma 4 4B,0.1851081768555832,0.2848290598290598,-0.09972088297347662,-0.16540319722563684,-0.034758076779112974,True,340,322,False,10000,191,10000,20260826
Stochastic,conditional_prevalence,SocialJudgment,Temporal,Gemma 4 2B,Gemma 4 31B,0.1851081768555832,0.35590277777777773,-0.17079460092219453,-0.263084798032461,-0.07892728773316592,True,340,171,False,10000,191,10000,20260826
Stochastic,conditional_prevalence,SocialJudgment,Temporal,Gemma 4 4B,Gemma 4 31B,0.2848290598290598,0.35590277777777773,-0.07107371794871792,-0.16355459103857736,0.021661053088372975,False,322,171,False,10000,191,10000,20260826
Stochastic,conditional_prevalence,SocialJudgment,Any explicit,Gemma 4 2B,Gemma 4 4B,0.9700445024657519,0.9408076491409826,0.02923685332476933,-0.004072012368300831,0.06387241787396944,False,340,322,False,10000,191,10000,20260826
Stochastic,conditional_prevalence,SocialJudgment,Any explicit,Gemma 4 2B,Gemma 4 31B,0.9700445024657519,0.9449988328664799,0.025045669599272014,-0.011663324200474686,0.06484576600355607,False,340,171,False,10000,191,10000,20260826
Stochastic,conditional_prevalence,SocialJudgment,Any explicit,Gemma 4 4B,Gemma 4 31B,0.9408076491409826,0.9449988328664799,-0.004191183725497316,-0.04789750346193844,0.041049611304078804,False,322,171,False,10000,191,10000,20260826
Stochastic,conditional_prevalence,Behavioral,Comparison,Gemma 4 2B,Gemma 4 4B,0.5009487666034156,0.7929991610492165,-0.29205039444580094,-0.39962921888748293,-0.1826279608719889,True,96,333,False,10000,191,10000,20260826
Stochastic,conditional_prevalence,Behavioral,Comparison,Gemma 4 2B,Gemma 4 31B,0.5009487666034156,0.5012769573054235,-0.00032819070200795775,-0.11625114343579669,0.11442549520737845,False,96,353,False,10000,191,10000,20260826
Stochastic,conditional_prevalence,Behavioral,Comparison,Gemma 4 4B,Gemma 4 31B,0.7929991610492165,0.5012769573054235,0.291722203743793,0.2163125641566194,0.366922054705541,True,333,353,False,10000,191,10000,20260826
Stochastic,conditional_prevalence,Behavioral,Contingency,Gemma 4 2B,Gemma 4 4B,0.5341555977229601,0.25280090270322064,0.2813546950197394,0.16570799051631016,0.39742962309433616,True,96,333,False,10000,191,10000,20260826
Stochastic,conditional_prevalence,Behavioral,Contingency,Gemma 4 2B,Gemma 4 31B,0.5341555977229601,0.5696866706939936,-0.03553107297103353,-0.1608015415008473,0.08931404572934609,False,96,353,False,10000,191,10000,20260826
Stochastic,conditional_prevalence,Behavioral,Contingency,Gemma 4 4B,Gemma 4 31B,0.25280090270322064,0.5696866706939936,-0.31688576799077295,-0.3907010493058802,-0.24395252833263273,True,333,353,False,10000,191,10000,20260826
Stochastic,conditional_prevalence,Behavioral,Expansion,Gemma 4 2B,Gemma 4 4B,0.456989247311828,0.4211034256179195,0.03588582169390847,-0.07267393618937992,0.1462232429617498,False,96,333,False,10000,191,10000,20260826
Stochastic,conditional_prevalence,Behavioral,Expansion,Gemma 4 2B,Gemma 4 31B,0.456989247311828,0.5552713779842738,-0.09828213067244584,-0.2167596181285073,0.02011563220013798,False,96,353,False,10000,191,10000,20260826
Stochastic,conditional_prevalence,Behavioral,Expansion,Gemma 4 4B,Gemma 4 31B,0.4211034256179195,0.5552713779842738,-0.13416795236635431,-0.21552138040050414,-0.05343025742042129,True,333,353,False,10000,191,10000,20260826
Stochastic,conditional_prevalence,Behavioral,Temporal,Gemma 4 2B,Gemma 4 4B,0.17710309930423784,0.3145923657434297,-0.13748926643919185,-0.21958794664359177,-0.053129887248909026,True,96,333,False,10000,191,10000,20260826
Stochastic,conditional_prevalence,Behavioral,Temporal,Gemma 4 2B,Gemma 4 31B,0.17710309930423784,0.47290476681613614,-0.2958016675118983,-0.3867562079282913,-0.20093594076348692,True,96,353,False,10000,191,10000,20260826
Stochastic,conditional_prevalence,Behavioral,Temporal,Gemma 4 4B,Gemma 4 31B,0.3145923657434297,0.47290476681613614,-0.15831240107270644,-0.23833141339217542,-0.07847576788899513,True,333,353,False,10000,191,10000,20260826
Stochastic,conditional_prevalence,Behavioral,Any explicit,Gemma 4 2B,Gemma 4 4B,0.9471853257432005,0.9461599912389289,0.0010253345042715578,-0.05151817680031303,0.0490616308616308,False,96,333,False,10000,191,10000,20260826
Stochastic,conditional_prevalence,Behavioral,Any explicit,Gemma 4 2B,Gemma 4 31B,0.9471853257432005,0.9689228701416277,-0.021737544398427233,-0.07167144867290945,0.02090141457279064,False,96,353,False,10000,191,10000,20260826
Stochastic,conditional_prevalence,Behavioral,Any explicit,Gemma 4 4B,Gemma 4 31B,0.9461599912389289,0.9689228701416277,-0.02276287890269879,-0.05314792383850784,0.006154434436626922,False,333,353,False,10000,191,10000,20260826
Stochastic,conditional_prevalence,ClaimComparison,Comparison,Gemma 4 2B,Gemma 4 4B,0.5404725992961287,0.681396591838018,-0.14092399254188936,-0.31119545235040225,0.028905473393108293,False,45,105,True,10000,191,10000,20260826
Stochastic,conditional_prevalence,ClaimComparison,Comparison,Gemma 4 2B,Gemma 4 31B,0.5404725992961287,0.46931473207893,0.07115786721719869,-0.10656206455383127,0.23878763683809295,False,45,328,True,10000,191,10000,20260826
Stochastic,conditional_prevalence,ClaimComparison,Comparison,Gemma 4 4B,Gemma 4 31B,0.681396591838018,0.46931473207893,0.21208185975908805,0.09190155267372571,0.3287484144043639,True,105,328,False,10000,191,10000,20260826
Stochastic,conditional_prevalence,ClaimComparison,Contingency,Gemma 4 2B,Gemma 4 4B,0.5296128707893414,0.2238414135697667,0.30577145721957466,0.14058013100408268,0.4642610466782792,True,45,105,True,10000,191,10000,20260826
Stochastic,conditional_prevalence,ClaimComparison,Contingency,Gemma 4 2B,Gemma 4 31B,0.5296128707893414,0.5491118734631923,-0.019499002673850963,-0.16896620943170532,0.13333577719382736,False,45,328,True,10000,191,10000,20260826
Stochastic,conditional_prevalence,ClaimComparison,Contingency,Gemma 4 4B,Gemma 4 31B,0.2238414135697667,0.5491118734631923,-0.3252704598934256,-0.42484391083065,-0.2215749361962061,True,105,328,False,10000,191,10000,20260826
Stochastic,conditional_prevalence,ClaimComparison,Expansion,Gemma 4 2B,Gemma 4 4B,0.5593765711412769,0.49081934226246626,0.06855722887881066,-0.09962070110354423,0.24001067384264532,False,45,105,True,10000,191,10000,20260826
Stochastic,conditional_prevalence,ClaimComparison,Expansion,Gemma 4 2B,Gemma 4 31B,0.5593765711412769,0.5511005179630062,0.008276053178270737,-0.13846795666818615,0.1537553680031478,False,45,328,True,10000,191,10000,20260826
Stochastic,conditional_prevalence,ClaimComparison,Expansion,Gemma 4 4B,Gemma 4 31B,0.49081934226246626,0.5511005179630062,-0.060281175700539924,-0.18392253745535284,0.06452444527229725,False,105,328,False,10000,191,10000,20260826
Stochastic,conditional_prevalence,ClaimComparison,Temporal,Gemma 4 2B,Gemma 4 4B,0.4840623428858723,0.599493806200088,-0.11543146331421567,-0.27761779206632164,0.044185453395979554,False,45,105,True,10000,191,10000,20260826
Stochastic,conditional_prevalence,ClaimComparison,Temporal,Gemma 4 2B,Gemma 4 31B,0.4840623428858723,0.5391430801206125,-0.05508073723474022,-0.2001159613319955,0.08856004218591108,False,45,328,True,10000,191,10000,20260826
Stochastic,conditional_prevalence,ClaimComparison,Temporal,Gemma 4 4B,Gemma 4 31B,0.599493806200088,0.5391430801206125,0.06035072607947545,-0.055234831335213945,0.17235411186360763,False,105,328,False,10000,191,10000,20260826
Stochastic,conditional_prevalence,ClaimComparison,Any explicit,Gemma 4 2B,Gemma 4 4B,1.0,0.9692353643966548,0.030764635603345192,0.0,0.06923438235037684,False,45,105,True,10000,191,10000,20260826
Stochastic,conditional_prevalence,ClaimComparison,Any explicit,Gemma 4 2B,Gemma 4 31B,1.0,0.9762958280657396,0.023704171934260443,0.009053081421502518,0.041358629494373744,True,45,328,True,10000,191,10000,20260826
Stochastic,conditional_prevalence,ClaimComparison,Any explicit,Gemma 4 4B,Gemma 4 31B,0.9692353643966548,0.9762958280657396,-0.007060463669084749,-0.04501293442700592,0.024680842124801195,False,105,328,False,10000,191,10000,20260826
Stochastic,conditional_prevalence,Payoff,Comparison,Gemma 4 2B,Gemma 4 4B,0.5985447097696627,0.7983893557422969,-0.19984464597263418,-0.25728624534544975,-0.14203872124394043,True,521,412,False,10000,191,10000,20260826
Stochastic,conditional_prevalence,Payoff,Comparison,Gemma 4 2B,Gemma 4 31B,0.5985447097696627,0.47596302003081664,0.12258168973884603,0.019019517587586878,0.22707260514521246,True,521,158,False,10000,191,10000,20260826
Stochastic,conditional_prevalence,Payoff,Comparison,Gemma 4 4B,Gemma 4 31B,0.7983893557422969,0.47596302003081664,0.3224263357114802,0.22668544026545415,0.4191586607932267,True,412,158,False,10000,191,10000,20260826
Stochastic,conditional_prevalence,Payoff,Contingency,Gemma 4 2B,Gemma 4 4B,0.6047166154505971,0.3614145658263305,0.24330204962426655,0.17583440535304956,0.3087883488639029,True,521,412,False,10000,191,10000,20260826
Stochastic,conditional_prevalence,Payoff,Contingency,Gemma 4 2B,Gemma 4 31B,0.6047166154505971,0.762788906009245,-0.1580722905586479,-0.23813658181405215,-0.07718958307857365,True,521,158,False,10000,191,10000,20260826
Stochastic,conditional_prevalence,Payoff,Contingency,Gemma 4 4B,Gemma 4 31B,0.3614145658263305,0.762788906009245,-0.40137434018291446,-0.4851949067191323,-0.31543383286065607,True,412,158,False,10000,191,10000,20260826
Stochastic,conditional_prevalence,Payoff,Expansion,Gemma 4 2B,Gemma 4 4B,0.47801414592428576,0.4763305322128852,0.0016836137114005778,-0.06292039221995675,0.06568508586764467,False,521,412,False,10000,191,10000,20260826
Stochastic,conditional_prevalence,Payoff,Expansion,Gemma 4 2B,Gemma 4 31B,0.47801414592428576,0.5879558294812531,-0.10994168355696737,-0.2085653954738337,-0.010944989920379008,True,521,158,False,10000,191,10000,20260826
Stochastic,conditional_prevalence,Payoff,Expansion,Gemma 4 4B,Gemma 4 31B,0.4763305322128852,0.5879558294812531,-0.11162529726836795,-0.21235028414952853,-0.008419016266813274,True,412,158,False,10000,191,10000,20260826
Stochastic,conditional_prevalence,Payoff,Temporal,Gemma 4 2B,Gemma 4 4B,0.14810765409007812,0.25210084033613445,-0.10399318624605633,-0.15804257673682354,-0.049520776073608525,True,521,412,False,10000,191,10000,20260826
Stochastic,conditional_prevalence,Payoff,Temporal,Gemma 4 2B,Gemma 4 31B,0.14810765409007812,0.37154596815613766,-0.22343831406605955,-0.3193798837877999,-0.1309989974040276,True,521,158,False,10000,191,10000,20260826
Stochastic,conditional_prevalence,Payoff,Temporal,Gemma 4 4B,Gemma 4 31B,0.25210084033613445,0.37154596815613766,-0.11944512782000322,-0.216672493000204,-0.023769168484739343,True,412,158,False,10000,191,10000,20260826
Stochastic,conditional_prevalence,Payoff,Any explicit,Gemma 4 2B,Gemma 4 4B,0.9714301686335572,0.9588235294117647,0.012606639221792504,-0.010929406575450292,0.0373654058029212,False,521,412,False,10000,191,10000,20260826
Stochastic,conditional_prevalence,Payoff,Any explicit,Gemma 4 2B,Gemma 4 31B,0.9714301686335572,0.9822290703646637,-0.010798901731106425,-0.034508166167434684,0.0164145076012826,False,521,158,False,10000,191,10000,20260826
Stochastic,conditional_prevalence,Payoff,Any explicit,Gemma 4 4B,Gemma 4 31B,0.9588235294117647,0.9822290703646637,-0.02340554095289893,-0.05068409875492353,0.005639973428933598,False,412,158,False,10000,191,10000,20260826
Stochastic,conditional_prevalence,Uncertainty,Comparison,Gemma 4 2B,Gemma 4 4B,0.7222222222222222,0.891487240829346,-0.16926501860712384,-0.22909470723790873,-0.1074915197729504,True,342,244,False,10000,191,10000,20260826
Stochastic,conditional_prevalence,Uncertainty,Comparison,Gemma 4 2B,Gemma 4 31B,0.7222222222222222,0.6439393939393939,0.07828282828282829,-0.051331586201641854,0.21041440824058946,False,342,62,True,10000,191,10000,20260826
Stochastic,conditional_prevalence,Uncertainty,Comparison,Gemma 4 4B,Gemma 4 31B,0.891487240829346,0.6439393939393939,0.24754784688995213,0.12004954616135116,0.38143240911768267,True,244,62,True,10000,191,10000,20260826
Stochastic,conditional_prevalence,Uncertainty,Contingency,Gemma 4 2B,Gemma 4 4B,0.6286549707602339,0.32707336523126,0.3015816055289739,0.22162858242166553,0.37868106970654974,True,342,244,False,10000,191,10000,20260826
Stochastic,conditional_prevalence,Uncertainty,Contingency,Gemma 4 2B,Gemma 4 31B,0.6286549707602339,0.4248737373737374,0.2037812333864965,0.05671552008805062,0.34911921899931925,True,342,62,True,10000,191,10000,20260826
Stochastic,conditional_prevalence,Uncertainty,Contingency,Gemma 4 4B,Gemma 4 31B,0.32707336523126,0.4248737373737374,-0.09780037214247739,-0.24081709498473933,0.04623401124626698,False,244,62,True,10000,191,10000,20260826
Stochastic,conditional_prevalence,Uncertainty,Expansion,Gemma 4 2B,Gemma 4 4B,0.5029239766081871,0.42693381180223283,0.07599016480595427,-0.010505701544897137,0.16205374182773188,False,342,244,False,10000,191,10000,20260826
Stochastic,conditional_prevalence,Uncertainty,Expansion,Gemma 4 2B,Gemma 4 31B,0.5029239766081871,0.5984848484848485,-0.0955608718766614,-0.2289349164228582,0.04460597654565935,False,342,62,True,10000,191,10000,20260826
Stochastic,conditional_prevalence,Uncertainty,Expansion,Gemma 4 4B,Gemma 4 31B,0.42693381180223283,0.5984848484848485,-0.17155103668261568,-0.3139445306601074,-0.017830312179591107,True,244,62,True,10000,191,10000,20260826
Stochastic,conditional_prevalence,Uncertainty,Temporal,Gemma 4 2B,Gemma 4 4B,0.1111111111111111,0.16746411483253587,-0.056353003721424766,-0.10778685787452838,-0.004467578582147332,True,342,244,False,10000,191,10000,20260826
Stochastic,conditional_prevalence,Uncertainty,Temporal,Gemma 4 2B,Gemma 4 31B,0.1111111111111111,0.2588383838383838,-0.1477272727272727,-0.26675327272367816,-0.035902728477427204,True,342,62,True,10000,191,10000,20260826
Stochastic,conditional_prevalence,Uncertainty,Temporal,Gemma 4 4B,Gemma 4 31B,0.16746411483253587,0.2588383838383838,-0.09137426900584794,-0.2126315028217635,0.023060284506084477,False,244,62,True,10000,191,10000,20260826
Stochastic,conditional_prevalence,Uncertainty,Any explicit,Gemma 4 2B,Gemma 4 4B,0.9736842105263158,0.9637958532695375,0.00988835725677828,-0.018078576378256273,0.04059665636100991,False,342,244,False,10000,191,10000,20260826
Stochastic,conditional_prevalence,Uncertainty,Any explicit,Gemma 4 2B,Gemma 4 31B,0.9736842105263158,0.9349747474747474,0.038709463051568416,-0.016901624449719273,0.10731501234894958,False,342,62,True,10000,191,10000,20260826
Stochastic,conditional_prevalence,Uncertainty,Any explicit,Gemma 4 4B,Gemma 4 31B,0.9637958532695375,0.9349747474747474,0.028821105794790136,-0.03094447261371421,0.09811528949706194,False,244,62,True,10000,191,10000,20260826
Greedy,conditional_prevalence,Mechanical,Comparison,Gemma 4 2B,Gemma 4 4B,0.4,0.6428571428571429,-0.24285714285714288,-0.75,0.3529411764705882,False,5,14,True,9943,191,10000,20260826
Greedy,conditional_prevalence,Mechanical,Comparison,Gemma 4 2B,Gemma 4 31B,0.4,0.42718446601941745,-0.02718446601941743,-0.46601941747572817,0.5609622353614339,False,5,103,True,9943,191,10000,20260826
Greedy,conditional_prevalence,Mechanical,Comparison,Gemma 4 4B,Gemma 4 31B,0.6428571428571429,0.42718446601941745,0.21567267683772545,-0.06845278314028312,0.4709961415396198,False,14,103,True,10000,191,10000,20260826
Greedy,conditional_prevalence,Mechanical,Contingency,Gemma 4 2B,Gemma 4 4B,0.8,0.6428571428571429,0.15714285714285714,-0.2982456140350877,0.5,False,5,14,True,9943,191,10000,20260826
Greedy,conditional_prevalence,Mechanical,Contingency,Gemma 4 2B,Gemma 4 31B,0.8,0.6504854368932039,0.14951456310679612,-0.34285714285714286,0.42201834862385323,False,5,103,True,9943,191,10000,20260826
Greedy,conditional_prevalence,Mechanical,Contingency,Gemma 4 4B,Gemma 4 31B,0.6428571428571429,0.6504854368932039,-0.007628294036061023,-0.29620462046204615,0.26190702861494947,False,14,103,True,10000,191,10000,20260826
Greedy,conditional_prevalence,Mechanical,Expansion,Gemma 4 2B,Gemma 4 4B,0.4,0.35714285714285715,0.04285714285714287,-0.47058823529411764,0.6,False,5,14,True,9943,191,10000,20260826
Greedy,conditional_prevalence,Mechanical,Expansion,Gemma 4 2B,Gemma 4 31B,0.4,0.6601941747572816,-0.26019417475728157,-0.7032967032967034,0.33181818181817885,False,5,103,True,9943,191,10000,20260826
Greedy,conditional_prevalence,Mechanical,Expansion,Gemma 4 4B,Gemma 4 31B,0.35714285714285715,0.6601941747572816,-0.30305131761442444,-0.5618432629462041,-0.033333333333333326,True,14,103,True,10000,191,10000,20260826
Greedy,conditional_prevalence,Mechanical,Temporal,Gemma 4 2B,Gemma 4 4B,0.2,0.21428571428571427,-0.014285714285714263,-0.4,0.5,False,5,14,True,9943,191,10000,20260826
Greedy,conditional_prevalence,Mechanical,Temporal,Gemma 4 2B,Gemma 4 31B,0.2,0.39805825242718446,-0.19805825242718444,-0.47497249724972496,0.2793447567706317,False,5,103,True,9943,191,10000,20260826
Greedy,conditional_prevalence,Mechanical,Temporal,Gemma 4 4B,Gemma 4 31B,0.21428571428571427,0.39805825242718446,-0.18377253814147018,-0.4095238095238095,0.0856159374605976,False,14,103,True,10000,191,10000,20260826
Greedy,conditional_prevalence,Mechanical,Any explicit,Gemma 4 2B,Gemma 4 4B,1.0,1.0,0.0,0.0,0.0,False,5,14,True,9943,191,10000,20260826
Greedy,conditional_prevalence,Mechanical,Any explicit,Gemma 4 2B,Gemma 4 31B,1.0,0.9320388349514563,0.06796116504854366,0.021276595744680882,0.12037037037037035,True,5,103,True,9943,191,10000,20260826
Greedy,conditional_prevalence,Mechanical,Any explicit,Gemma 4 4B,Gemma 4 31B,1.0,0.9320388349514563,0.06796116504854366,0.021052631578947323,0.12037037037037035,True,14,103,True,10000,191,10000,20260826
Greedy,conditional_prevalence,Testimony,Comparison,Gemma 4 2B,Gemma 4 4B,0.6634615384615384,0.7299270072992701,-0.06646546883773163,-0.18227631006740594,0.05218780063792077,False,104,137,False,10000,191,10000,20260826
Greedy,conditional_prevalence,Testimony,Comparison,Gemma 4 2B,Gemma 4 31B,0.6634615384615384,0.43915343915343913,0.2243080993080993,0.10962170957576031,0.3373172768448524,True,104,189,False,10000,191,10000,20260826
Greedy,conditional_prevalence,Testimony,Comparison,Gemma 4 4B,Gemma 4 31B,0.7299270072992701,0.43915343915343913,0.29077356814583094,0.18565829331141442,0.3920930738778804,True,137,189,False,10000,191,10000,20260826
