model,decoding_group,run_label,semantic_category,discourse_relation,n_semantic_sentences,n_joint_sentences,conditional_prevalence,support_is_thin,thin_support_threshold
Gemma 4 2B,Stochastic,run_2,Uncertainty,Comparison.Contrast,192,53,0.2760416666666667,False,30
Gemma 4 2B,Stochastic,run_2,Uncertainty,Comparison.Concession,192,2,0.010416666666666666,False,30
Gemma 4 2B,Stochastic,run_2,Uncertainty,Contingency.Cause,192,38,0.19791666666666666,False,30
Gemma 4 2B,Stochastic,run_2,Uncertainty,Contingency.Condition,192,13,0.06770833333333333,False,30
Gemma 4 2B,Stochastic,run_2,Uncertainty,Expansion.Conjunction,192,30,0.15625,False,30
Gemma 4 2B,Stochastic,run_2,Uncertainty,Expansion.Alternative,192,3,0.015625,False,30
Gemma 4 2B,Stochastic,run_2,Uncertainty,Expansion.Restatement,192,0,0.0,False,30
Gemma 4 2B,Stochastic,run_2,Uncertainty,Temporal.Asynchronous,192,1,0.005208333333333333,False,30
Gemma 4 2B,Stochastic,run_2,Uncertainty,Temporal.Synchrony,192,1,0.005208333333333333,False,30
Gemma 4 2B,Stochastic,run_3,Mechanical,Comparison.Contrast,6,0,0.0,True,30
Gemma 4 2B,Stochastic,run_3,Mechanical,Comparison.Concession,6,0,0.0,True,30
Gemma 4 2B,Stochastic,run_3,Mechanical,Contingency.Cause,6,1,0.16666666666666666,True,30
Gemma 4 2B,Stochastic,run_3,Mechanical,Contingency.Condition,6,2,0.3333333333333333,True,30
Gemma 4 2B,Stochastic,run_3,Mechanical,Expansion.Conjunction,6,1,0.16666666666666666,True,30
Gemma 4 2B,Stochastic,run_3,Mechanical,Expansion.Alternative,6,0,0.0,True,30
Gemma 4 2B,Stochastic,run_3,Mechanical,Expansion.Restatement,6,0,0.0,True,30
Gemma 4 2B,Stochastic,run_3,Mechanical,Temporal.Asynchronous,6,1,0.16666666666666666,True,30
Gemma 4 2B,Stochastic,run_3,Mechanical,Temporal.Synchrony,6,0,0.0,True,30
Gemma 4 2B,Stochastic,run_3,Testimony,Comparison.Contrast,150,40,0.26666666666666666,False,30
Gemma 4 2B,Stochastic,run_3,Testimony,Comparison.Concession,150,4,0.02666666666666667,False,30
Gemma 4 2B,Stochastic,run_3,Testimony,Contingency.Cause,150,19,0.12666666666666668,False,30
Gemma 4 2B,Stochastic,run_3,Testimony,Contingency.Condition,150,2,0.013333333333333334,False,30
Gemma 4 2B,Stochastic,run_3,Testimony,Expansion.Conjunction,150,35,0.23333333333333334,False,30
Gemma 4 2B,Stochastic,run_3,Testimony,Expansion.Alternative,150,0,0.0,False,30
Gemma 4 2B,Stochastic,run_3,Testimony,Expansion.Restatement,150,0,0.0,False,30
Gemma 4 2B,Stochastic,run_3,Testimony,Temporal.Asynchronous,150,12,0.08,False,30
Gemma 4 2B,Stochastic,run_3,Testimony,Temporal.Synchrony,150,5,0.03333333333333333,False,30
Gemma 4 2B,Stochastic,run_3,SocialJudgment,Comparison.Contrast,164,49,0.29878048780487804,False,30
Gemma 4 2B,Stochastic,run_3,SocialJudgment,Comparison.Concession,164,0,0.0,False,30
Gemma 4 2B,Stochastic,run_3,SocialJudgment,Contingency.Cause,164,24,0.14634146341463414,False,30
Gemma 4 2B,Stochastic,run_3,SocialJudgment,Contingency.Condition,164,2,0.012195121951219513,False,30
Gemma 4 2B,Stochastic,run_3,SocialJudgment,Expansion.Conjunction,164,39,0.23780487804878048,False,30
Gemma 4 2B,Stochastic,run_3,SocialJudgment,Expansion.Alternative,164,0,0.0,False,30
Gemma 4 2B,Stochastic,run_3,SocialJudgment,Expansion.Restatement,164,0,0.0,False,30
Gemma 4 2B,Stochastic,run_3,SocialJudgment,Temporal.Asynchronous,164,11,0.06707317073170732,False,30
Gemma 4 2B,Stochastic,run_3,SocialJudgment,Temporal.Synchrony,164,1,0.006097560975609756,False,30
Gemma 4 2B,Stochastic,run_3,Behavioral,Comparison.Contrast,41,14,0.34146341463414637,False,30
Gemma 4 2B,Stochastic,run_3,Behavioral,Comparison.Concession,41,0,0.0,False,30
Gemma 4 2B,Stochastic,run_3,Behavioral,Contingency.Cause,41,4,0.0975609756097561,False,30
Gemma 4 2B,Stochastic,run_3,Behavioral,Contingency.Condition,41,2,0.04878048780487805,False,30
Gemma 4 2B,Stochastic,run_3,Behavioral,Expansion.Conjunction,41,9,0.21951219512195122,False,30
Gemma 4 2B,Stochastic,run_3,Behavioral,Expansion.Alternative,41,0,0.0,False,30
Gemma 4 2B,Stochastic,run_3,Behavioral,Expansion.Restatement,41,0,0.0,False,30
Gemma 4 2B,Stochastic,run_3,Behavioral,Temporal.Asynchronous,41,2,0.04878048780487805,False,30
Gemma 4 2B,Stochastic,run_3,Behavioral,Temporal.Synchrony,41,1,0.024390243902439025,False,30
Gemma 4 2B,Stochastic,run_3,ClaimComparison,Comparison.Contrast,17,6,0.35294117647058826,True,30
Gemma 4 2B,Stochastic,run_3,ClaimComparison,Comparison.Concession,17,0,0.0,True,30
Gemma 4 2B,Stochastic,run_3,ClaimComparison,Contingency.Cause,17,1,0.058823529411764705,True,30
Gemma 4 2B,Stochastic,run_3,ClaimComparison,Contingency.Condition,17,0,0.0,True,30
Gemma 4 2B,Stochastic,run_3,ClaimComparison,Expansion.Conjunction,17,4,0.23529411764705882,True,30
Gemma 4 2B,Stochastic,run_3,ClaimComparison,Expansion.Alternative,17,0,0.0,True,30
Gemma 4 2B,Stochastic,run_3,ClaimComparison,Expansion.Restatement,17,0,0.0,True,30
Gemma 4 2B,Stochastic,run_3,ClaimComparison,Temporal.Asynchronous,17,2,0.11764705882352941,True,30
Gemma 4 2B,Stochastic,run_3,ClaimComparison,Temporal.Synchrony,17,1,0.058823529411764705,True,30
Gemma 4 2B,Stochastic,run_3,Payoff,Comparison.Contrast,194,13,0.06701030927835051,False,30
Gemma 4 2B,Stochastic,run_3,Payoff,Comparison.Concession,194,0,0.0,False,30
Gemma 4 2B,Stochastic,run_3,Payoff,Contingency.Cause,194,100,0.5154639175257731,False,30
Gemma 4 2B,Stochastic,run_3,Payoff,Contingency.Condition,194,19,0.0979381443298969,False,30
Gemma 4 2B,Stochastic,run_3,Payoff,Expansion.Conjunction,194,35,0.18041237113402062,False,30
Gemma 4 2B,Stochastic,run_3,Payoff,Expansion.Alternative,194,1,0.005154639175257732,False,30
Gemma 4 2B,Stochastic,run_3,Payoff,Expansion.Restatement,194,0,0.0,False,30
Gemma 4 2B,Stochastic,run_3,Payoff,Temporal.Asynchronous,194,0,0.0,False,30
Gemma 4 2B,Stochastic,run_3,Payoff,Temporal.Synchrony,194,2,0.010309278350515464,False,30
Gemma 4 2B,Stochastic,run_3,Uncertainty,Comparison.Contrast,205,56,0.2731707317073171,False,30
Gemma 4 2B,Stochastic,run_3,Uncertainty,Comparison.Concession,205,0,0.0,False,30
Gemma 4 2B,Stochastic,run_3,Uncertainty,Contingency.Cause,205,42,0.2048780487804878,False,30
Gemma 4 2B,Stochastic,run_3,Uncertainty,Contingency.Condition,205,9,0.04390243902439024,False,30
Gemma 4 2B,Stochastic,run_3,Uncertainty,Expansion.Conjunction,205,32,0.15609756097560976,False,30
Gemma 4 2B,Stochastic,run_3,Uncertainty,Expansion.Alternative,205,2,0.00975609756097561,False,30
Gemma 4 2B,Stochastic,run_3,Uncertainty,Expansion.Restatement,205,0,0.0,False,30
Gemma 4 2B,Stochastic,run_3,Uncertainty,Temporal.Asynchronous,205,0,0.0,False,30
Gemma 4 2B,Stochastic,run_3,Uncertainty,Temporal.Synchrony,205,0,0.0,False,30
Gemma 4 2B,Greedy,greedy_t0,Mechanical,Comparison.Contrast,5,0,0.0,True,30
Gemma 4 2B,Greedy,greedy_t0,Mechanical,Comparison.Concession,5,0,0.0,True,30
Gemma 4 2B,Greedy,greedy_t0,Mechanical,Contingency.Cause,5,0,0.0,True,30
Gemma 4 2B,Greedy,greedy_t0,Mechanical,Contingency.Condition,5,1,0.2,True,30
Gemma 4 2B,Greedy,greedy_t0,Mechanical,Expansion.Conjunction,5,1,0.2,True,30
Gemma 4 2B,Greedy,greedy_t0,Mechanical,Expansion.Alternative,5,0,0.0,True,30
Gemma 4 2B,Greedy,greedy_t0,Mechanical,Expansion.Restatement,5,0,0.0,True,30
Gemma 4 2B,Greedy,greedy_t0,Mechanical,Temporal.Asynchronous,5,1,0.2,True,30
Gemma 4 2B,Greedy,greedy_t0,Mechanical,Temporal.Synchrony,5,0,0.0,True,30
Gemma 4 2B,Greedy,greedy_t0,Testimony,Comparison.Contrast,149,48,0.3221476510067114,False,30
Gemma 4 2B,Greedy,greedy_t0,Testimony,Comparison.Concession,149,2,0.013422818791946308,False,30
Gemma 4 2B,Greedy,greedy_t0,Testimony,Contingency.Cause,149,14,0.09395973154362416,False,30
Gemma 4 2B,Greedy,greedy_t0,Testimony,Contingency.Condition,149,2,0.013422818791946308,False,30
Gemma 4 2B,Greedy,greedy_t0,Testimony,Expansion.Conjunction,149,44,0.2953020134228188,False,30
Gemma 4 2B,Greedy,greedy_t0,Testimony,Expansion.Alternative,149,1,0.006711409395973154,False,30
Gemma 4 2B,Greedy,greedy_t0,Testimony,Expansion.Restatement,149,0,0.0,False,30
Gemma 4 2B,Greedy,greedy_t0,Testimony,Temporal.Asynchronous,149,16,0.10738255033557047,False,30
Gemma 4 2B,Greedy,greedy_t0,Testimony,Temporal.Synchrony,149,2,0.013422818791946308,False,30
Gemma 4 2B,Greedy,greedy_t0,SocialJudgment,Comparison.Contrast,156,60,0.38461538461538464,False,30
Gemma 4 2B,Greedy,greedy_t0,SocialJudgment,Comparison.Concession,156,0,0.0,False,30
Gemma 4 2B,Greedy,greedy_t0,SocialJudgment,Contingency.Cause,156,20,0.1282051282051282,False,30
Gemma 4 2B,Greedy,greedy_t0,SocialJudgment,Contingency.Condition,156,0,0.0,False,30
Gemma 4 2B,Greedy,greedy_t0,SocialJudgment,Expansion.Conjunction,156,39,0.25,False,30
Gemma 4 2B,Greedy,greedy_t0,SocialJudgment,Expansion.Alternative,156,1,0.00641025641025641,False,30
Gemma 4 2B,Greedy,greedy_t0,SocialJudgment,Expansion.Restatement,156,0,0.0,False,30
Gemma 4 2B,Greedy,greedy_t0,SocialJudgment,Temporal.Asynchronous,156,9,0.057692307692307696,False,30
Gemma 4 2B,Greedy,greedy_t0,SocialJudgment,Temporal.Synchrony,156,2,0.01282051282051282,False,30
Gemma 4 2B,Greedy,greedy_t0,Behavioral,Comparison.Contrast,44,13,0.29545454545454547,False,30
Gemma 4 2B,Greedy,greedy_t0,Behavioral,Comparison.Concession,44,0,0.0,False,30
Gemma 4 2B,Greedy,greedy_t0,Behavioral,Contingency.Cause,44,9,0.20454545454545456,False,30
Gemma 4 2B,Greedy,greedy_t0,Behavioral,Contingency.Condition,44,0,0.0,False,30
Gemma 4 2B,Greedy,greedy_t0,Behavioral,Expansion.Conjunction,44,6,0.13636363636363635,False,30
Gemma 4 2B,Greedy,greedy_t0,Behavioral,Expansion.Alternative,44,1,0.022727272727272728,False,30
Gemma 4 2B,Greedy,greedy_t0,Behavioral,Expansion.Restatement,44,0,0.0,False,30
Gemma 4 2B,Greedy,greedy_t0,Behavioral,Temporal.Asynchronous,44,2,0.045454545454545456,False,30
Gemma 4 2B,Greedy,greedy_t0,Behavioral,Temporal.Synchrony,44,1,0.022727272727272728,False,30
Gemma 4 2B,Greedy,greedy_t0,ClaimComparison,Comparison.Contrast,16,7,0.4375,True,30
Gemma 4 2B,Greedy,greedy_t0,ClaimComparison,Comparison.Concession,16,1,0.0625,True,30
Gemma 4 2B,Greedy,greedy_t0,ClaimComparison,Contingency.Cause,16,0,0.0,True,30
Gemma 4 2B,Greedy,greedy_t0,ClaimComparison,Contingency.Condition,16,1,0.0625,True,30
Gemma 4 2B,Greedy,greedy_t0,ClaimComparison,Expansion.Conjunction,16,8,0.5,True,30
Gemma 4 2B,Greedy,greedy_t0,ClaimComparison,Expansion.Alternative,16,0,0.0,True,30
Gemma 4 2B,Greedy,greedy_t0,ClaimComparison,Expansion.Restatement,16,0,0.0,True,30
Gemma 4 2B,Greedy,greedy_t0,ClaimComparison,Temporal.Asynchronous,16,4,0.25,True,30
Gemma 4 2B,Greedy,greedy_t0,ClaimComparison,Temporal.Synchrony,16,0,0.0,True,30
Gemma 4 2B,Greedy,greedy_t0,Payoff,Comparison.Contrast,189,8,0.042328042328042326,False,30
Gemma 4 2B,Greedy,greedy_t0,Payoff,Comparison.Concession,189,1,0.005291005291005291,False,30
Gemma 4 2B,Greedy,greedy_t0,Payoff,Contingency.Cause,189,105,0.5555555555555556,False,30
Gemma 4 2B,Greedy,greedy_t0,Payoff,Contingency.Condition,189,29,0.15343915343915343,False,30
Gemma 4 2B,Greedy,greedy_t0,Payoff,Expansion.Conjunction,189,33,0.1746031746031746,False,30
Gemma 4 2B,Greedy,greedy_t0,Payoff,Expansion.Alternative,189,0,0.0,False,30
Gemma 4 2B,Greedy,greedy_t0,Payoff,Expansion.Restatement,189,0,0.0,False,30
Gemma 4 2B,Greedy,greedy_t0,Payoff,Temporal.Asynchronous,189,0,0.0,False,30
Gemma 4 2B,Greedy,greedy_t0,Payoff,Temporal.Synchrony,189,0,0.0,False,30
Gemma 4 2B,Greedy,greedy_t0,Uncertainty,Comparison.Contrast,204,61,0.29901960784313725,False,30
Gemma 4 2B,Greedy,greedy_t0,Uncertainty,Comparison.Concession,204,1,0.004901960784313725,False,30
Gemma 4 2B,Greedy,greedy_t0,Uncertainty,Contingency.Cause,204,46,0.22549019607843138,False,30
Gemma 4 2B,Greedy,greedy_t0,Uncertainty,Contingency.Condition,204,18,0.08823529411764706,False,30
Gemma 4 2B,Greedy,greedy_t0,Uncertainty,Expansion.Conjunction,204,34,0.16666666666666666,False,30
Gemma 4 2B,Greedy,greedy_t0,Uncertainty,Expansion.Alternative,204,4,0.0196078431372549,False,30
Gemma 4 2B,Greedy,greedy_t0,Uncertainty,Expansion.Restatement,204,0,0.0,False,30
Gemma 4 2B,Greedy,greedy_t0,Uncertainty,Temporal.Asynchronous,204,0,0.0,False,30
Gemma 4 2B,Greedy,greedy_t0,Uncertainty,Temporal.Synchrony,204,0,0.0,False,30
Gemma 4 4B,Stochastic,run_1,Mechanical,Comparison.Contrast,19,8,0.42105263157894735,True,30
Gemma 4 4B,Stochastic,run_1,Mechanical,Comparison.Concession,19,0,0.0,True,30
Gemma 4 4B,Stochastic,run_1,Mechanical,Contingency.Cause,19,2,0.10526315789473684,True,30
Gemma 4 4B,Stochastic,run_1,Mechanical,Contingency.Condition,19,0,0.0,True,30
Gemma 4 4B,Stochastic,run_1,Mechanical,Expansion.Conjunction,19,1,0.05263157894736842,True,30
Gemma 4 4B,Stochastic,run_1,Mechanical,Expansion.Alternative,19,0,0.0,True,30
Gemma 4 4B,Stochastic,run_1,Mechanical,Expansion.Restatement,19,0,0.0,True,30
Gemma 4 4B,Stochastic,run_1,Mechanical,Temporal.Asynchronous,19,3,0.15789473684210525,True,30
Gemma 4 4B,Stochastic,run_1,Mechanical,Temporal.Synchrony,19,0,0.0,True,30
Gemma 4 4B,Stochastic,run_1,Testimony,Comparison.Contrast,241,77,0.31950207468879666,False,30
Gemma 4 4B,Stochastic,run_1,Testimony,Comparison.Concession,241,0,0.0,False,30
Gemma 4 4B,Stochastic,run_1,Testimony,Contingency.Cause,241,25,0.1037344398340249,False,30
Gemma 4 4B,Stochastic,run_1,Testimony,Contingency.Condition,241,1,0.004149377593360996,False,30
Gemma 4 4B,Stochastic,run_1,Testimony,Expansion.Conjunction,241,40,0.16597510373443983,False,30
Gemma 4 4B,Stochastic,run_1,Testimony,Expansion.Alternative,241,0,0.0,False,30
